,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.31,0.18,0.17,0.51,0.12,0.23,0.42,0.22
apolloplayer.csv,0.59,0.27,0.62,0.27,0.62,0.66,0.51,0.52
k3d.csv,0.09,0.03,0.01,0.65,0.0,0.16,0.09,0.22
kowari.csv,0.67,0.22,0.04,0.95,0.5,0.39,0.22,0.16
redshell.csv,0.3,0.34,0.78,0.16,0.38,0.82,0.46,0.42
rtb-team.csv,0.02,0.19,0.16,0.14,0.12,0.04,0.17,0.08
xreal.csv,0.13,0.46,0.08,0.05,0.12,0.45,0.54,0.02
