,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.76,0.81,0.68,0.78,0.47,0.52,0.88,0.85,0.88,0.76,0.88,0.86,0.77,0.75,0.8,1.0,0.55,0.76
autofac.csv,0.75,0.85,0.86,0.27,0.77,0.72,0.51,0.82,0.81,0.58,0.91,0.72,0.58,0.58,0.48,0.72,0.48,0.45
azureus.csv,0.29,1.01,0.9,1.01,0.86,1.0,1.0,0.96,0.76,0.98,0.95,0.33,0.6,1.01,1.0,0.82,0.7,0.92
dsworkbench.csv,0.84,0.62,0.38,0.8,0.8,0.75,0.94,0.9,0.71,0.88,0.9,0.82,0.74,0.86,0.82,0.75,0.82,0.9
forester-atv.csv,0.78,0.4,0.68,0.9,0.95,0.8,0.54,0.84,0.53,0.64,0.93,0.71,0.73,1.01,0.71,0.8,1.0,0.73
freelords.csv,0.54,0.95,0.63,0.73,0.7,0.58,0.43,0.79,0.69,0.57,0.67,0.93,0.77,0.61,0.65,0.78,0.59,0.53
gabel.csv,1.0,0.63,0.61,0.56,0.65,0.73,0.43,0.82,0.81,0.35,0.78,0.76,0.53,0.75,0.88,0.83,0.7,0.84
gephex.csv,0.61,0.88,1.0,1.0,0.84,0.57,0.66,0.77,0.64,0.75,0.87,0.74,0.61,0.85,0.59,0.48,0.58,0.78
google-collections.csv,0.18,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,0.98,0.93,0.92,1.0,1.0,1.0,1.0,0.97
javaprofiler.csv,0.53,0.91,0.85,0.53,0.62,0.56,0.54,0.87,0.7,0.66,0.97,0.79,0.66,0.57,0.54,0.74,0.62,0.3
jpaul.csv,0.55,0.67,0.89,0.6,1.0,0.88,0.25,0.89,0.64,0.3,0.76,0.61,0.63,0.6,0.57,0.99,0.85,0.55
mycila.csv,1.01,0.74,0.88,1.0,1.0,0.69,0.88,0.81,0.99,0.91,0.33,0.54,0.74,0.76,1.05,0.93,0.79,0.78
neodatis-odb.csv,1.08,0.76,0.71,0.59,0.87,0.86,0.7,0.41,0.72,0.7,0.61,0.52,0.59,0.61,0.94,0.64,0.63,0.68
octet.csv,0.68,0.72,0.81,0.77,0.93,0.84,0.91,0.66,0.66,0.77,0.82,0.79,0.85,0.32,0.94,0.73,0.58,0.86
personalaccess.csv,0.86,0.53,0.52,0.54,0.78,0.7,0.55,0.77,0.64,0.47,0.6,0.66,0.33,0.44,0.77,0.76,0.72,0.72
rcp-company-uibindings.csv,0.35,0.69,0.71,0.66,0.8,0.64,0.49,0.89,0.72,0.7,0.78,0.58,0.65,0.87,0.67,0.71,0.15,0.75
scenemonitor.csv,0.8,0.69,0.54,0.66,0.9,0.69,0.55,0.84,0.4,0.9,0.89,0.56,0.66,0.57,0.63,0.83,0.74,0.86
servicestack.csv,1.0,0.49,0.73,0.59,1.0,0.87,0.94,0.71,0.95,0.88,0.87,0.88,0.8,0.86,0.37,0.99,0.86,0.96
