,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.08,0.85,0.87,0.83,0.79,0.72,0.67,0.91,0.51,0.68,0.91,0.71,0.63,1.0,0.77,0.93
customsagetv.csv,0.89,0.93,0.88,0.97,0.84,0.91,1.0,0.87,0.97,0.91,0.0,1.0,1.0,1.0,0.63,1.0
glas.csv,0.68,0.75,0.73,0.71,0.78,0.72,0.52,0.54,0.62,0.71,0.89,0.72,0.87,0.08,0.73,0.82
intact.csv,0.65,0.8,0.88,0.03,0.76,0.61,0.73,0.88,0.68,0.75,0.46,0.84,0.67,0.95,0.64,1.0
japano.csv,0.88,1.0,0.63,0.93,0.39,0.0,0.9,0.84,0.79,0.89,1.08,0.86,0.83,0.8,0.91,0.95
jas.csv,0.94,0.91,0.75,0.78,0.79,0.83,0.8,0.89,0.9,0.72,0.6,0.77,0.23,0.7,0.12,0.78
lazarus-ccr.csv,0.51,0.0,0.62,0.84,0.89,0.89,0.82,0.58,0.76,0.67,0.61,0.48,0.94,0.82,0.44,0.88
officefloor.csv,0.94,0.81,0.9,0.76,0.94,0.71,0.84,0.86,0.21,0.69,0.55,0.76,0.79,1.0,0.88,0.66
primefaces.csv,0.93,0.81,0.78,0.7,0.68,1.04,0.72,0.73,0.76,0.66,1.1,0.83,0.5,0.46,0.47,0.04
pustefix.csv,0.82,0.92,0.9,0.79,0.71,0.65,0.79,0.04,0.82,0.83,0.39,0.59,1.02,0.61,1.01,0.85
red5.csv,0.57,0.7,0.64,0.55,0.58,0.65,0.02,0.71,0.55,0.71,0.98,0.83,0.94,0.68,0.89,0.63
redshell.csv,1.0,0.52,0.13,0.88,0.77,0.8,0.82,0.84,0.7,1.0,0.98,0.88,0.81,0.96,0.95,0.72
rohxel.csv,1.0,0.87,1.0,0.93,0.0,0.79,0.73,0.89,0.78,0.89,0.75,0.82,0.95,1.0,0.86,0.93
roolo.csv,0.81,0.8,0.94,0.91,0.87,0.86,0.82,1.0,0.76,0.71,0.89,0.05,1.0,1.0,0.91,0.76
toped.csv,0.85,0.46,0.78,0.78,0.88,0.74,0.79,0.8,0.57,0.0,1.04,0.88,0.86,0.76,0.94,0.76
xreal.csv,1.0,0.92,0.97,1.0,0.9,0.99,0.98,1.0,1.0,0.98,0.62,1.0,0.0,1.0,1.0,1.0
