,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.93,0.24,0.25,0.24,0.25,0.33,0.41,0.11,0.57,0.57,0.12,0.35,0.45,0.0,0.29,0.1
customsagetv.csv,0.15,0.1,0.16,0.04,0.24,0.12,0.0,0.16,0.04,0.12,1.0,0.0,0.0,0.0,0.43,0.0
glas.csv,0.48,0.44,0.4,0.43,0.35,0.45,0.6,0.55,0.6,0.47,0.2,0.43,0.23,0.93,0.49,0.48
intact.csv,0.42,0.52,0.39,0.98,0.56,0.52,0.34,0.16,0.62,0.56,0.66,0.47,0.44,0.06,0.52,0.0
japano.csv,0.4,0.0,0.71,0.38,0.72,1.0,0.36,0.48,0.55,0.38,0.25,0.46,0.51,0.53,0.41,0.26
jas.csv,0.18,0.14,0.33,0.27,0.3,0.21,0.25,0.16,0.13,0.35,0.45,0.29,0.81,0.36,0.9,0.26
lazarus-ccr.csv,0.64,1.0,0.6,0.35,0.16,0.17,0.45,0.58,0.48,0.41,0.45,0.59,0.23,0.35,0.86,0.15
officefloor.csv,0.29,0.46,0.37,0.53,0.31,0.6,0.48,0.46,0.82,0.62,0.76,0.55,0.57,0.0,0.15,0.54
primefaces.csv,0.39,0.25,0.42,0.58,0.56,0.28,0.51,0.58,0.41,0.46,0.1,0.37,0.73,0.69,0.64,0.98
pustefix.csv,0.23,0.1,0.12,0.34,0.52,0.43,0.3,0.97,0.39,0.21,0.77,0.56,0.0,0.46,0.0,0.23
red5.csv,0.67,0.45,0.5,0.64,0.52,0.6,0.98,0.42,0.66,0.6,0.28,0.37,0.23,0.57,0.14,0.63
redshell.csv,0.0,0.66,0.97,0.4,0.27,0.37,0.46,0.48,0.64,0.0,0.17,0.28,0.54,0.17,0.21,0.5
rohxel.csv,0.0,0.43,0.0,0.27,1.0,0.54,0.63,0.37,0.54,0.38,0.59,0.5,0.26,0.0,0.45,0.27
roolo.csv,0.23,0.4,0.07,0.12,0.16,0.17,0.25,0.0,0.3,0.34,0.15,0.96,0.0,0.0,0.14,0.32
toped.csv,0.47,0.67,0.34,0.36,0.16,0.34,0.3,0.26,0.53,1.0,0.0,0.18,0.23,0.28,0.14,0.34
xreal.csv,0.0,0.1,0.04,0.0,0.12,0.01,0.02,0.0,0.0,0.02,0.43,0.0,1.0,0.0,0.0,0.0
