,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.96,0.26,0.36,0.24,0.34,0.44,0.48,0.14,0.13,0.71,0.16,0.4,0.1,0.0,0.13,0.14
customsagetv.csv,0.19,0.13,0.23,0.06,0.32,0.17,0.0,0.19,0.02,0.18,1.0,0.0,0.0,0.0,0.38,0.0
glas.csv,0.5,0.43,0.53,0.34,0.44,0.59,0.65,0.47,0.07,0.59,0.24,0.37,0.03,0.96,0.11,0.56
intact.csv,0.49,0.61,0.55,0.98,0.78,0.65,0.42,0.17,0.06,0.75,0.69,0.52,0.07,0.1,0.14,0.74
japano.csv,0.69,0.59,0.93,0.35,0.8,1.0,0.76,0.41,0.06,0.91,0.28,0.4,0.06,0.59,0.08,0.66
jas.csv,0.2,0.18,0.45,0.29,0.38,0.3,0.32,0.16,0.04,0.46,0.56,0.32,0.26,0.41,0.93,0.35
lazarus-ccr.csv,0.65,1.0,0.77,0.26,0.22,0.24,0.49,0.43,0.05,0.53,0.54,0.59,0.02,0.32,0.24,0.22
officefloor.csv,0.61,0.44,0.85,0.39,0.76,0.84,0.56,0.36,0.88,0.84,0.77,0.47,0.07,0.56,0.15,0.59
primefaces.csv,0.49,0.29,0.57,0.42,0.68,0.61,0.56,0.4,0.04,0.58,0.1,0.3,0.09,0.63,0.21,0.98
pustefix.csv,0.29,0.14,0.19,0.28,0.64,0.56,0.35,0.98,0.04,0.3,0.77,0.49,0.0,0.51,0.0,0.29
red5.csv,0.67,0.44,0.65,0.49,0.62,0.77,0.99,0.33,0.08,0.81,0.29,0.3,0.02,0.51,0.06,0.67
redshell.csv,0.68,0.63,0.99,0.46,0.37,0.49,0.52,0.34,0.07,0.89,0.2,0.24,0.06,0.58,0.13,0.54
rohxel.csv,0.65,0.61,0.95,0.44,1.0,0.89,0.76,0.42,0.05,0.92,0.68,0.51,0.05,0.55,0.14,0.76
roolo.csv,0.3,0.38,0.12,0.14,0.23,0.25,0.31,0.0,0.06,0.45,0.19,0.97,0.0,0.0,0.05,0.39
toped.csv,0.65,0.65,0.47,0.29,0.22,0.45,0.35,0.26,0.09,1.0,0.0,0.19,0.03,0.36,0.04,0.4
xreal.csv,0.0,0.14,0.05,0.0,0.18,0.02,0.05,0.0,0.0,0.04,0.56,0.0,1.0,0.0,0.0,0.0
