,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.16,0.5,0.24,0.15,0.35,0.14,0.81,0.33,0.03,0.05,0.13,0.68,0.34,0.8,0.52,0.47,0.34
beast-mcmc.csv,0.47,0.75,0.74,0.85,0.93,0.78,0.72,0.82,0.47,0.65,0.22,0.96,0.55,1.0,0.89,0.85,0.83
bscwweasel.csv,0.0,0.5,0.24,0.7,0.26,0.02,0.49,0.33,0.13,0.14,0.6,0.16,0.77,0.0,0.0,0.2,0.56
codeblocks.csv,0.67,0.62,0.39,0.75,0.72,0.69,0.89,0.59,0.21,0.25,0.15,0.88,0.67,0.6,0.82,0.71,0.61
gamestone.csv,0.05,0.88,0.26,0.45,0.26,0.07,0.38,0.19,0.05,0.24,0.26,0.08,0.12,0.6,0.09,0.36,0.32
iaml.csv,0.1,0.38,0.67,0.05,0.35,0.16,0.49,0.36,0.21,0.78,0.66,0.32,0.53,0.6,0.12,0.35,0.8
jbasic.csv,0.98,0.25,0.86,0.4,0.91,0.09,0.66,0.89,0.76,0.79,0.37,0.96,0.96,1.0,0.82,0.65,0.93
modplug.csv,0.93,0.62,0.92,0.85,0.95,0.66,1.0,0.73,0.92,0.76,0.91,0.76,0.93,1.0,0.82,0.78,0.88
pdfedit.csv,0.84,0.38,0.47,0.15,0.79,0.38,0.32,0.42,0.26,0.87,0.3,0.68,0.15,1.0,0.62,0.56,0.49
redshell.csv,0.84,0.75,0.56,0.65,0.49,0.69,0.36,0.76,0.0,0.44,0.69,0.6,0.64,0.4,0.78,0.69,0.59
sabbu.csv,0.72,0.12,0.85,0.4,0.79,0.43,0.38,0.55,0.53,0.84,0.38,0.8,0.25,1.0,0.82,0.31,0.8
silvertree.csv,0.66,0.88,0.82,0.95,0.79,0.63,0.72,0.8,0.84,0.98,0.85,0.76,0.95,1.0,0.83,0.82,0.95
t-2.csv,0.86,0.5,0.58,0.45,0.72,0.85,0.53,0.61,0.71,0.24,0.59,0.84,0.6,0.2,0.32,0.67,0.27
xinity.csv,0.9,0.12,0.89,0.3,0.49,0.59,0.43,0.66,0.5,0.94,0.61,0.44,0.98,0.4,0.75,0.38,0.88
xreal.csv,0.1,0.25,0.27,0.15,0.28,0.16,0.15,0.23,0.21,0.65,0.26,0.16,0.04,1.0,0.14,0.2,0.29
zabbix.csv,0.47,0.0,0.58,0.25,0.84,0.47,0.34,0.61,0.47,0.86,0.24,0.84,0.21,1.0,0.52,0.49,0.71
zengine.csv,0.84,1.0,0.98,1.0,1.0,0.97,1.0,0.98,0.84,0.98,0.63,1.0,1.0,1.0,1.0,0.95,0.95
