,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.96,1.0,0.54,1.0,0.66,0.83,0.45,1.0,0.56,0.22,0.68,0.0,0.67,0.05,1.0
badtrinity-zero.csv,0.24,0.0,0.67,0.0,0.94,1.0,0.09,0.0,0.71,0.0,0.7,1.0,0.17,0.76,0.94
biodwh.csv,0.32,0.32,0.27,0.55,0.47,0.33,0.18,0.51,0.4,0.47,0.05,0.21,0.75,0.34,0.62
critterding.csv,0.59,0.65,0.84,0.71,0.89,0.83,0.91,0.64,0.69,0.78,0.8,0.62,0.92,0.9,0.84
elateportal.csv,0.66,0.71,0.46,0.64,0.68,0.67,0.45,0.63,0.55,0.19,0.95,0.83,0.75,0.88,0.78
enzo.csv,0.77,0.62,1.0,0.79,0.77,0.75,0.73,0.76,0.93,0.87,1.0,0.75,1.0,0.83,0.82
factor.csv,0.46,0.53,0.18,0.69,0.28,0.42,0.0,0.61,0.15,0.08,0.36,0.77,0.17,0.93,0.71
gusanos.csv,0.15,0.82,0.46,0.88,1.0,0.25,0.18,0.81,0.2,0.0,0.32,0.0,0.58,0.39,0.47
miranda.csv,0.0,0.0,0.44,0.0,0.66,0.58,0.0,0.0,0.42,0.0,0.89,1.0,0.17,0.02,0.78
modplug.csv,0.77,0.79,0.68,0.93,0.96,1.0,1.0,0.73,0.78,0.45,0.95,0.89,0.67,0.88,0.88
monetdb.csv,0.52,0.62,0.34,0.55,0.7,0.67,0.18,0.58,0.49,0.09,0.75,0.32,0.58,0.61,0.48
quarkplayer.csv,0.38,0.15,0.33,0.29,0.04,0.08,0.82,0.09,0.15,0.44,0.0,0.17,0.17,0.46,0.15
reactos-mirror.csv,0.61,0.71,0.58,0.79,0.79,0.67,0.91,0.72,0.71,0.61,1.0,1.0,0.5,0.05,1.0
sandiaportals.csv,0.6,0.65,0.56,0.86,0.74,0.83,0.91,0.66,0.58,0.4,0.11,0.77,0.33,0.76,0.83
xbplayer.csv,0.27,0.44,0.42,0.74,0.51,0.58,0.27,0.48,0.55,0.04,0.43,0.4,0.67,0.27,0.66
