,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.83,0.42,0.53,0.82,0.5,0.07,0.64
freebios.csv,0.71,0.25,0.76,0.67,0.39,0.0,0.4
k3b.csv,0.72,0.34,0.44,0.82,0.45,0.06,0.4
loki-lib.csv,0.8,0.54,0.45,0.85,0.56,0.1,0.63
powerfolder.csv,0.78,0.41,0.29,0.84,0.53,0.31,0.46
quarkplusplus.csv,0.9,0.42,0.0,0.83,0.6,0.12,0.53
tzod.csv,0.64,0.59,0.49,0.67,0.2,0.0,0.5
