,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.64,0.64,0.43,0.48,0.65,0.48,0.73,0.59,0.17,0.64,0.24,0.58,0.65,0.57,0.51,0.97,0.13,0.24
fbmanager.csv,0.29,0.23,0.7,0.17,0.1,0.32,0.37,0.22,0.77,0.25,0.29,0.34,0.5,0.0,0.72,0.26,0.0,0.69
fido.csv,0.0,0.11,0.0,0.36,0.0,0.02,0.0,0.0,0.0,0.01,0.97,0.0,0.0,0.07,0.0,0.24,0.2,0.0
fityk.csv,0.61,0.42,0.66,0.59,0.67,0.53,0.49,0.6,0.42,0.3,0.49,0.62,0.64,0.61,0.44,0.28,0.55,0.67
fleet-simulator.csv,0.58,0.34,0.6,0.59,0.57,0.17,0.64,0.5,0.38,0.48,0.33,0.58,0.55,0.05,0.62,0.97,0.56,0.55
google-caja.csv,0.68,0.41,0.67,0.83,0.42,0.55,0.6,0.68,0.36,0.79,0.17,0.75,0.61,0.27,0.78,0.83,0.59,0.73
hibernate.csv,0.54,0.51,0.52,0.58,0.32,0.54,0.63,0.25,0.56,0.27,0.69,0.66,0.65,0.61,0.71,0.11,0.57,0.47
itext.csv,0.69,0.21,0.77,0.0,0.35,0.64,0.55,0.77,0.3,0.21,0.49,0.71,0.65,0.44,0.72,0.76,0.62,0.59
k3b.csv,0.58,0.38,0.41,0.62,0.39,0.7,0.34,0.4,0.83,0.05,0.54,0.05,0.63,0.57,0.2,0.0,0.59,0.24
megameknet.csv,0.57,0.64,0.77,0.27,0.66,0.63,0.54,0.67,0.38,0.71,0.28,0.7,0.57,0.46,0.8,0.38,0.59,0.52
myfaces.csv,0.64,0.43,0.37,0.27,0.68,0.43,0.37,0.3,0.65,0.72,0.52,0.56,0.59,0.57,0.46,0.74,0.59,0.6
ninject.csv,0.5,0.57,0.53,0.39,0.41,0.17,0.58,0.68,0.54,0.79,0.29,0.49,0.52,0.21,0.45,0.24,0.36,0.97
ondex.csv,0.39,0.23,0.18,0.11,0.65,0.42,0.32,0.18,0.36,0.05,0.5,0.41,0.45,0.55,0.7,0.28,0.39,0.23
paintown.csv,0.71,0.57,0.64,0.0,0.13,0.57,0.67,0.55,0.26,0.13,0.41,0.21,0.65,0.17,0.4,0.0,0.37,0.0
poormans.csv,0.15,0.53,0.15,0.37,0.7,0.09,0.34,0.4,0.82,0.41,0.0,0.46,0.19,0.48,0.77,0.11,0.3,0.65
powerfolder.csv,0.49,0.26,0.59,0.17,0.56,0.55,0.36,0.07,0.98,0.36,0.52,0.52,0.43,0.28,0.42,0.44,0.44,0.23
smartgwt.csv,0.63,0.54,0.63,0.53,0.59,0.57,0.34,0.22,0.96,0.75,0.57,0.47,0.66,0.49,0.52,0.0,0.42,0.0
triplea.csv,0.64,0.7,0.55,0.61,0.17,0.65,0.5,0.6,0.47,0.71,0.38,0.59,0.65,0.65,0.49,0.89,0.58,0.66
