,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.0,0.35,0.1,0.15,0.12,0.2,0.04,0.02
geotools.csv,0.5,0.68,0.77,0.85,0.49,0.29,0.25,0.73
google-collections.csv,0.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0
l2j.csv,0.0,0.92,1.0,0.23,0.84,0.42,0.37,0.4
mediate.csv,0.5,0.85,0.4,0.46,0.12,0.34,0.51,0.08
projectfactory.csv,0.0,0.32,0.6,0.15,0.4,0.44,0.32,0.21
st-filteredstatistics.csv,0.0,0.72,1.0,0.08,1.0,0.69,0.5,0.87
thedata.csv,1.0,0.48,0.67,0.77,0.81,0.54,0.7,0.08
