,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.81,0.99,0.68,0.22,0.72,1.0,0.46,0.8,0.86,0.79,0.93,0.7,0.62,1.0,0.64
aufs.csv,0.35,0.4,0.08,0.56,0.62,0.68,0.82,0.37,0.26,0.6,0.73,0.47,0.24,0.47,0.19
bulmages.csv,0.0,0.24,0.11,0.67,0.42,0.11,0.07,0.05,0.0,0.38,0.23,0.0,0.32,0.05,0.0
coot.csv,0.01,0.47,0.6,1.0,0.84,0.59,0.71,0.67,0.52,0.42,0.71,0.7,0.27,0.53,0.4
emono.csv,0.42,0.93,0.26,0.83,0.73,0.93,0.79,0.71,0.92,0.82,0.89,0.84,0.57,0.79,0.45
extprosys.csv,0.95,0.34,1.0,0.28,0.92,0.79,0.57,0.43,0.0,0.52,0.88,0.63,0.35,0.68,0.48
freelords.csv,0.64,0.15,1.0,0.89,0.87,0.9,0.43,0.7,0.54,0.48,0.57,0.58,0.43,0.63,0.64
jnode.csv,0.25,0.12,0.08,0.28,0.0,0.21,0.11,0.19,0.04,0.16,0.0,0.0,0.35,0.05,0.0
jruby.csv,0.5,0.01,0.66,1.0,0.5,0.89,0.18,0.26,1.0,0.82,0.27,0.93,0.0,0.42,0.07
jsecurity.csv,0.09,0.11,0.15,0.0,0.24,0.68,0.18,0.2,0.24,0.1,0.28,0.16,0.38,0.37,0.24
matrex.csv,0.37,0.02,0.09,0.5,0.06,0.31,0.0,0.07,0.0,0.0,0.15,0.21,0.08,0.05,0.07
officefloor.csv,0.3,0.3,0.36,0.0,0.04,0.41,0.11,0.27,0.28,0.39,0.24,0.3,0.32,0.53,0.17
projectfactory.csv,0.69,0.21,0.6,0.11,0.3,0.78,0.54,0.48,0.22,0.52,0.68,0.4,0.7,0.63,0.38
taverna.csv,0.31,0.1,0.25,0.28,0.2,0.08,0.18,0.05,0.05,0.1,0.05,0.65,0.24,0.16,0.48
vxl.csv,0.34,0.81,0.34,0.17,0.51,0.36,0.25,0.56,1.0,0.69,0.85,0.51,0.43,0.84,0.71
