,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.45,0.47,0.41,0.5,0.42,0.39,0.47,0.43,0.5,0.42,0.35,0.42,0.42,0.45,0.46
aufs.csv,0.64,0.74,0.8,0.5,0.83,0.56,0.49,0.94,0.6,0.61,0.45,0.56,0.94,0.73,0.95
bulmages.csv,0.0,0.95,0.88,0.35,0.8,0.98,0.9,0.99,0.0,0.46,0.46,0.0,0.41,0.86,0.0
coot.csv,0.5,0.6,0.64,0.32,0.59,0.63,0.62,0.67,0.41,0.42,0.47,0.53,0.42,0.78,0.5
emono.csv,0.68,0.51,0.95,0.41,0.66,0.42,0.5,0.62,0.55,0.5,0.41,0.42,0.5,0.55,0.59
extprosys.csv,0.42,0.57,0.39,0.74,0.5,0.46,0.44,0.45,0.5,0.45,0.38,0.52,0.76,0.47,0.54
freelords.csv,0.49,0.66,0.39,0.33,0.45,0.38,0.46,0.44,0.44,0.37,0.38,0.44,0.36,0.4,0.48
jnode.csv,0.74,0.94,0.83,0.92,0.0,0.77,0.83,0.93,0.67,0.94,0.0,0.0,0.44,0.83,0.67
jruby.csv,0.43,0.67,0.45,0.31,0.54,0.4,0.6,0.57,0.5,0.45,0.46,0.39,0.0,0.56,0.94
jsecurity.csv,0.94,0.79,0.92,0.5,0.46,0.39,0.86,0.74,0.71,0.92,0.74,0.69,0.38,0.56,0.5
matrex.csv,0.46,0.83,0.88,0.33,0.92,0.68,0.67,0.99,0.83,0.0,0.45,0.82,0.8,0.95,0.93
officefloor.csv,0.55,0.62,0.52,0.67,0.92,0.47,0.9,0.53,0.48,0.57,0.6,0.61,0.52,0.55,0.61
projectfactory.csv,0.44,0.67,0.44,0.86,0.61,0.42,0.45,0.45,0.46,0.52,0.46,0.54,0.51,0.48,0.53
taverna.csv,0.53,0.9,0.68,0.82,0.97,0.97,0.95,0.98,0.88,0.86,0.9,0.45,0.41,0.95,0.67
vxl.csv,0.64,0.49,0.56,0.69,0.42,0.53,0.44,0.39,0.5,0.46,0.33,0.49,0.71,0.45,0.55
