,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,194.0,396.0,388.0,197.0,281.5,297.0,97.5,1184.5,99.0,3722.0,1575.0,98.5,97.5,99.0,469.5,81.5,195.0
biopax.csv,489.5,99.0,586.0,197.0,936.0,297.0,97.5,2023.0,99.0,197.5,3359.0,99.0,99.0,99.0,857.5,98.5,293.5
ffigo.csv,28.0,1721.5,0.0,96.5,67.5,15.5,17.5,0.0,99.0,264.0,441.5,89.5,97.5,16.5,476.0,176.0,96.5
freebios.csv,392.0,1350.5,290.5,95.5,642.5,297.0,289.5,530.5,99.0,196.5,1722.0,99.0,99.0,850.0,759.0,95.5,77.5
glelite.csv,489.5,99.0,487.5,197.0,936.0,297.0,97.5,1849.0,99.0,197.5,3359.0,99.0,99.0,99.0,561.0,98.5,293.5
gnupdate.csv,94.5,493.0,192.0,197.0,188.0,99.0,97.5,534.0,297.0,168.0,1054.0,95.5,97.5,296.5,185.0,95.5,195.0
go.csv,95.5,99.0,388.5,197.0,280.5,198.0,97.5,730.5,99.0,197.5,1808.0,98.5,97.5,99.0,564.0,95.5,195.0
gstreamer.csv,291.5,495.0,487.5,197.0,472.5,297.0,97.5,1553.5,99.0,507.0,2649.5,98.5,98.5,99.0,270.5,98.5,293.5
metacosm.csv,94.5,99.0,186.0,197.0,72.5,179.0,97.5,1090.0,98.5,98.5,884.5,99.0,97.5,98.5,270.5,98.5,195.0
pcsx2.csv,95.5,297.0,487.5,197.0,372.0,198.0,97.5,1557.0,99.0,197.5,955.5,97.5,97.5,99.0,362.0,98.5,196.0
pgui.csv,41.5,0.0,290.0,197.0,558.0,0.0,97.5,173.0,277.5,98.5,1625.0,97.5,192.5,0.0,456.5,98.5,293.5
qse.csv,95.5,99.0,87.5,197.0,89.5,91.5,97.5,83.5,99.0,98.5,1494.0,98.5,97.5,98.5,702.0,98.5,293.5
rebecca-aiml.csv,291.5,99.0,293.0,96.5,753.0,492.5,97.5,1282.5,197.5,183.5,1682.0,99.0,99.0,99.0,840.5,98.5,190.0
skia.csv,193.0,99.0,166.0,194.0,467.5,295.0,97.5,1289.5,98.5,78.5,1447.5,98.5,98.5,99.0,356.0,98.5,91.5
vars-redux.csv,291.5,99.0,291.5,197.0,570.0,295.0,97.5,2021.5,99.0,197.5,2372.0,99.0,98.5,99.0,664.0,98.5,190.0
wxjs.csv,0.0,755.0,92.5,34.5,0.0,45.5,89.5,88.5,177.0,197.5,879.0,99.0,0.0,155.5,372.0,98.5,0.0
yale.csv,489.5,293.5,487.0,96.5,1023.5,297.0,289.5,1013.5,99.0,197.5,903.0,99.0,99.0,686.5,662.5,95.5,89.5
