,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.39,0.44,0.62,0.57,0.6,0.41,0.93,0.52,0.44,0.47,0.76,0.45,0.97,0.42,0.67,0.57,0.43,0.9,0.32,0.63
badtrinity-zero.csv,0.99,0.0,0.5,0.43,0.57,0.0,0.41,0.47,0.39,0.36,0.42,0.49,0.93,0.0,0.92,0.38,0.4,0.0,0.71,0.4
boost.csv,0.73,0.57,0.44,0.59,0.46,0.49,0.57,0.51,0.42,0.52,0.74,0.57,0.53,0.53,0.37,0.42,0.43,0.47,0.39,0.51
critterding.csv,0.54,0.6,0.4,0.49,0.46,0.52,0.38,0.46,0.43,0.43,0.45,0.54,0.44,0.45,0.36,0.49,0.42,0.36,0.31,0.42
enzo.csv,0.39,0.46,0.42,0.44,0.41,0.41,0.38,0.38,0.42,0.4,0.39,0.45,0.41,0.4,0.39,0.38,0.41,0.35,0.29,0.43
etics.csv,0.51,0.49,0.47,0.52,0.43,0.44,0.89,0.49,0.33,0.39,0.62,0.49,0.53,0.48,0.41,0.42,0.39,0.54,0.44,0.51
fmri-dmt.csv,0.61,0.69,0.49,0.63,0.63,0.44,0.81,0.65,0.86,0.98,0.76,0.53,0.54,0.62,0.89,0.59,0.74,0.51,0.83,0.65
genecys.csv,0.47,0.48,0.45,0.5,0.46,0.59,0.43,0.53,0.48,0.4,0.46,0.52,0.58,0.42,0.67,0.4,0.47,0.51,0.34,0.75
gusanos.csv,0.5,0.42,0.47,0.63,0.67,0.39,0.92,0.59,0.35,0.33,0.93,0.45,0.94,0.42,0.89,0.91,0.42,0.0,0.41,0.51
kftpgrabber.csv,0.75,0.59,0.0,0.74,0.55,0.43,0.75,0.82,0.46,0.47,0.9,0.98,0.74,0.45,0.48,0.59,0.43,0.93,0.67,0.84
kvs.csv,0.55,0.5,0.53,0.62,0.95,0.78,0.63,0.66,0.67,0.68,0.82,0.56,0.91,0.57,0.46,0.6,0.88,0.4,0.32,0.74
mcore3d.csv,0.98,0.48,0.67,0.6,0.46,0.42,0.42,0.48,0.41,0.43,0.62,0.98,0.48,0.55,0.35,0.47,0.46,0.91,0.37,0.46
modplug.csv,0.41,0.47,0.4,0.46,0.41,0.41,0.35,0.48,0.42,0.34,0.44,0.44,0.4,0.41,0.4,0.42,0.41,0.42,0.32,0.43
monetdb.csv,0.5,0.66,0.0,0.61,0.46,0.83,0.89,0.97,0.57,0.44,0.88,0.59,0.59,0.68,0.65,0.57,0.5,0.88,0.88,0.63
ogrehg.csv,0.77,0.7,0.5,0.61,0.46,0.42,0.67,0.52,0.4,0.43,0.7,0.55,0.59,0.47,0.43,0.4,0.46,0.45,0.44,0.67
passwordsafe.csv,0.79,0.68,0.47,0.55,0.48,0.53,0.81,0.6,0.4,0.44,0.6,0.53,0.63,0.49,0.42,0.5,0.44,0.68,0.44,0.62
projecteqemu.csv,0.51,0.67,0.48,0.67,0.61,0.42,0.8,0.62,0.36,0.46,0.84,0.69,0.67,0.51,0.47,0.48,0.49,0.39,0.39,0.69
quarkplayer.csv,0.99,0.8,0.66,0.96,0.96,0.92,0.57,0.99,0.5,0.92,0.96,0.78,0.98,0.91,0.53,0.92,0.92,0.7,0.7,0.95
reactos-mirror.csv,0.56,0.52,0.39,0.51,0.44,0.52,0.48,0.46,0.37,0.37,0.56,0.52,0.49,0.47,0.4,0.44,0.46,0.41,0.33,0.51
xbplayer.csv,0.71,0.62,0.6,0.47,0.51,0.48,0.88,0.48,0.43,0.54,0.55,0.47,0.54,0.5,0.35,0.4,0.38,0.92,0.4,0.59
