,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.53,0.62,0.48,0.47,0.54,0.48,0.29,0.57,0.93,0.47,0.32,0.55,0.05,0.82,0.58,0.64,0.68,0.16,0.15,0.54
badtrinity-zero.csv,0.26,0.0,0.52,0.68,0.55,0.0,0.3,0.62,0.91,0.53,0.15,0.56,0.08,0.0,0.49,0.72,0.54,0.0,0.26,0.58
boost.csv,0.47,0.48,0.5,0.58,0.7,0.62,0.24,0.56,0.85,0.49,0.13,0.6,0.16,0.55,0.65,0.66,0.55,0.62,0.21,0.51
critterding.csv,0.51,0.64,0.39,0.62,0.74,0.4,0.32,0.51,0.91,0.44,0.13,0.53,0.13,0.65,0.58,0.74,0.51,0.87,0.17,0.52
enzo.csv,0.54,0.54,0.5,0.67,0.69,0.47,0.35,0.55,0.79,0.43,0.15,0.44,0.15,0.8,0.59,0.8,0.52,0.88,0.18,0.52
etics.csv,0.51,0.52,0.6,0.52,0.68,0.59,0.21,0.62,0.8,0.52,0.26,0.52,0.14,0.68,0.71,0.72,0.6,0.49,0.18,0.61
fmri-dmt.csv,0.49,0.46,0.31,0.52,0.65,0.48,0.13,0.46,0.63,0.24,0.08,0.51,0.15,0.63,0.39,0.57,0.24,0.79,0.5,0.37
genecys.csv,0.56,0.61,0.3,0.61,0.74,0.4,0.32,0.54,0.86,0.51,0.13,0.52,0.11,0.81,0.44,0.76,0.5,0.78,0.16,0.4
gusanos.csv,0.37,0.59,0.47,0.44,0.36,0.49,0.37,0.36,0.7,0.57,0.23,0.48,0.0,0.83,0.18,0.27,0.62,0.0,0.15,0.44
kftpgrabber.csv,0.02,0.52,0.14,0.4,0.52,0.59,0.17,0.39,0.53,0.54,0.27,0.29,0.14,0.65,0.61,0.47,0.69,0.24,0.06,0.49
kvs.csv,0.37,0.34,0.44,0.47,0.23,0.24,0.6,0.32,0.06,0.42,0.1,0.41,0.0,0.43,0.55,0.53,0.21,0.79,0.15,0.32
mcore3d.csv,0.09,0.41,0.25,0.46,0.74,0.53,0.37,0.52,0.86,0.48,0.16,0.29,0.19,0.52,0.57,0.56,0.52,0.19,0.22,0.47
modplug.csv,0.54,0.59,0.39,0.6,0.79,0.51,0.38,0.58,0.9,0.52,0.17,0.52,0.12,0.74,0.61,0.85,0.54,0.77,0.1,0.55
monetdb.csv,0.49,0.48,0.14,0.43,0.64,0.44,0.0,0.29,0.52,0.68,0.27,0.37,0.12,0.59,0.51,0.59,0.53,0.13,0.14,0.48
ogrehg.csv,0.48,0.53,0.51,0.55,0.69,0.58,0.18,0.61,0.84,0.55,0.17,0.53,0.14,0.65,0.68,0.71,0.58,0.72,0.22,0.53
passwordsafe.csv,0.45,0.54,0.41,0.59,0.71,0.53,0.2,0.61,0.86,0.55,0.13,0.51,0.18,0.61,0.72,0.72,0.58,0.42,0.1,0.63
projecteqemu.csv,0.58,0.51,0.45,0.49,0.55,0.55,0.16,0.58,0.67,0.5,0.19,0.39,0.19,0.6,0.74,0.64,0.62,0.79,0.27,0.62
quarkplayer.csv,0.28,0.21,0.33,0.4,0.23,0.18,0.28,0.22,0.06,0.07,0.11,0.44,0.21,0.15,0.52,0.3,0.19,0.55,0.21,0.2
reactos-mirror.csv,0.62,0.61,0.39,0.58,0.73,0.54,0.3,0.53,0.82,0.57,0.18,0.47,0.16,0.69,0.66,0.76,0.61,0.72,0.19,0.58
xbplayer.csv,0.37,0.55,0.43,0.61,0.55,0.58,0.27,0.48,0.75,0.62,0.19,0.63,0.14,0.53,0.57,0.67,0.59,0.21,0.24,0.53
