,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.38,0.44,0.55,0.41,0.48,0.72,0.75,0.42,0.35,0.37,0.36,0.0,0.42
badtrinity-zero.csv,0.98,0.0,0.42,0.0,0.36,0.42,0.89,0.0,0.63,0.36,0.34,0.39,0.44
bibletime.csv,0.38,0.4,0.4,0.44,0.35,0.38,0.45,0.38,0.31,0.37,0.3,0.37,0.4
critterding.csv,0.51,0.66,0.46,0.47,0.4,0.43,0.41,0.45,0.3,0.36,0.38,0.43,0.46
elateportal.csv,0.43,0.52,0.51,0.46,0.41,0.58,0.4,0.52,0.67,0.41,0.31,0.42,0.37
fmri-dmt.csv,0.59,0.69,0.61,0.44,0.98,0.74,0.58,0.61,0.88,0.53,0.33,0.47,0.86
ftm.csv,0.44,0.65,0.58,0.52,0.41,0.56,0.42,0.84,0.89,0.44,0.5,0.42,0.45
gusanos.csv,0.56,0.43,0.78,0.41,0.34,0.9,0.93,0.47,0.42,0.43,0.45,0.0,0.94
monetdb.csv,0.51,0.69,0.59,0.84,0.49,0.77,0.64,0.53,0.91,0.8,0.46,0.8,0.52
quarkplayer.csv,0.94,0.88,0.87,0.78,0.94,0.95,0.9,0.91,0.55,0.9,0.75,0.94,0.86
reactos-mirror.csv,0.56,0.53,0.52,0.51,0.37,0.55,0.49,0.45,0.31,0.44,0.3,0.39,0.95
sandiaportals.csv,0.7,0.53,0.6,0.49,0.45,0.77,0.54,0.45,0.53,0.37,0.0,0.45,0.45
xbplayer.csv,0.59,0.54,0.43,0.48,0.53,0.42,0.46,0.46,0.41,0.41,0.47,0.46,0.5
