,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.43,0.45,0.49,0.94,0.48,0.39,0.32,0.46,0.38,0.42
flylegacy.csv,0.36,0.42,0.99,0.69,0.69,0.24,0.47,0.56,0.62,0.4
jguard.csv,0.49,0.6,0.58,0.55,0.5,0.98,0.54,0.63,0.66,0.38
m-a-d-n-e-s-s.csv,0.32,0.63,0.65,0.43,0.4,0.49,0.47,0.45,0.93,0.32
mob-sen-plat.csv,0.4,0.97,0.35,0.27,0.33,0.57,0.17,0.47,0.53,0.47
raygina.csv,0.97,0.31,0.48,0.37,0.34,0.23,0.45,0.51,0.62,0.19
st-filteredstatistics.csv,0.68,0.44,0.57,0.56,0.64,0.52,0.56,0.98,0.61,0.56
upp-mirror.csv,0.67,0.18,0.57,0.43,0.98,0.34,0.6,0.49,0.7,0.52
wishmaster.csv,0.23,0.57,0.66,0.3,0.62,0.23,0.94,0.44,0.23,0.4
yarp.csv,0.48,0.25,0.55,0.41,0.23,0.45,0.09,0.36,0.55,1.0
