,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.3,0.64,0.71,1.0,0.57,0.27,0.12,0.72,0.22,0.36
flylegacy.csv,0.27,0.54,0.98,0.2,0.68,0.4,0.18,0.76,0.33,0.39
jguard.csv,0.33,0.65,0.76,0.15,0.59,1.0,0.18,0.79,0.4,0.33
m-a-d-n-e-s-s.csv,0.44,0.68,0.89,0.14,0.72,0.31,0.26,0.84,1.0,0.47
mob-sen-plat.csv,0.27,0.97,0.64,0.11,0.53,0.38,0.1,0.75,0.34,0.48
raygina.csv,1.0,0.82,0.76,0.14,0.59,0.26,0.19,0.79,0.48,0.5
st-filteredstatistics.csv,0.44,0.87,0.75,0.16,0.67,0.39,0.22,1.0,0.42,0.45
upp-mirror.csv,0.47,1.0,0.8,0.18,0.98,0.47,0.22,0.89,0.45,0.39
wishmaster.csv,0.2,0.68,0.81,0.2,0.67,0.22,1.0,0.68,0.16,0.53
yarp.csv,0.52,0.78,0.79,0.18,0.75,0.33,0.05,0.72,0.43,1.0
