,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,1.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0
ivatamasks.csv,4.0,0.0,25.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
orc.csv,0.0,0.0,1.0,2.0,1.0,1.0,2.0,7.0,3.0,2.0
plato.csv,3.0,0.0,17.0,1.0,0.0,0.0,1.0,22.0,0.0,38.0
rodin-b-sharp.csv,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,39.0
umber.csv,0.0,0.0,8.0,1.0,0.0,0.0,1.0,20.0,0.0,43.0
unicase.csv,1.0,0.0,8.0,2.0,2.0,0.0,1.0,19.0,0.0,37.0
uwom.csv,1.0,0.0,5.0,0.0,1.0,0.0,13.0,19.0,0.0,4.0
vienna-add-in.csv,4.0,0.0,14.0,1.0,0.0,0.0,1.0,47.0,0.0,20.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,23.0,0.0,15.0
