,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,0.46,0.62,0.28,0.68,0.39,0.7,0.35,0.48,0.79,0.42
ivatamasks.csv,0.43,0.85,0.13,0.8,0.78,0.54,0.4,0.35,0.76,0.37
orc.csv,0.08,0.58,0.42,0.51,0.2,0.63,0.24,0.27,0.35,0.42
plato.csv,0.43,1.0,0.15,0.75,0.77,0.86,0.52,0.34,0.83,0.38
rodin-b-sharp.csv,0.67,0.73,0.42,0.43,0.28,0.72,0.79,0.22,0.51,0.18
umber.csv,0.92,0.94,0.18,0.8,0.58,0.9,0.59,0.23,0.47,0.32
unicase.csv,0.71,0.95,0.22,0.79,0.43,0.91,0.57,0.3,0.81,0.32
uwom.csv,0.12,0.63,0.29,0.28,0.49,0.65,0.21,0.24,0.43,0.62
vienna-add-in.csv,0.48,0.74,0.14,0.65,0.77,0.61,0.31,0.27,0.47,0.25
wpdev.csv,0.41,1.0,0.19,0.81,0.78,0.91,0.53,0.26,0.84,0.44
