,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,0.67,0.51,0.59,0.58,0.31,0.58,0.34,0.67,0.55,0.53
ivatamasks.csv,0.27,0.77,0.28,0.74,0.0,0.42,0.36,0.67,0.38,0.48
orc.csv,0.06,0.46,0.76,0.43,0.14,0.5,0.23,0.36,0.26,0.54
plato.csv,0.27,0.83,0.23,0.65,0.45,0.78,0.37,0.65,0.09,0.49
rodin-b-sharp.csv,0.58,0.0,0.55,0.36,0.2,0.59,0.82,0.45,0.41,0.34
umber.csv,0.91,0.0,0.32,0.73,0.45,0.0,0.64,0.37,0.38,0.09
unicase.csv,0.9,0.0,0.54,0.09,0.36,0.61,0.56,0.54,0.74,0.39
uwom.csv,0.18,0.52,0.63,0.2,0.42,0.54,0.26,0.33,0.33,0.82
vienna-add-in.csv,0.7,0.0,0.45,0.53,0.71,0.48,0.38,0.55,0.38,0.37
wpdev.csv,0.09,0.99,0.09,0.0,0.09,0.0,0.0,0.26,0.05,0.66
