,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.6,0.51,0.87,0.31,0.74,0.56,0.58,0.69,0.65
buddata-ebxml-registry.csv,1.0,0.44,0.78,0.94,0.74,0.97,0.85,0.98,0.07
fluidium.csv,1.01,1.0,1.0,0.97,1.0,0.54,1.01,0.94,0.93
illumination.csv,0.9,1.0,1.0,1.0,1.0,1.0,0.8,0.22,1.0
jsr308-langtools.csv,0.71,0.53,0.67,0.79,0.7,0.63,0.12,0.68,0.84
olsrd.csv,0.38,0.64,0.66,0.71,0.74,0.83,0.61,0.67,0.79
reaper-ecad.csv,0.97,0.32,1.0,0.8,0.94,1.0,0.9,1.0,0.82
rtb-team.csv,0.63,1.0,0.24,0.84,0.93,0.95,1.0,0.94,1.16
sidekar.csv,1.0,1.0,1.0,0.71,0.22,1.0,1.0,1.0,0.45
