,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.43,0.55,0.62,0.69,0.46,0.52,0.52,0.39,0.43,0.6,0.72,0.7,0.53,0.42,0.8,0.92,0.39,0.62
beast-mcmc.csv,0.72,0.53,0.52,0.7,0.75,0.8,0.6,0.53,0.69,0.61,0.42,0.75,0.65,0.6,0.67,0.56,0.62,0.9
cuberok.csv,0.44,0.51,0.44,0.57,0.55,0.38,0.44,0.57,0.5,0.65,0.64,0.48,0.44,0.42,0.48,0.67,0.35,0.58
exist.csv,0.63,0.45,0.55,0.49,0.44,0.52,0.51,0.44,0.64,0.48,0.68,0.6,0.44,0.44,0.83,0.4,0.5,0.56
ingex.csv,0.98,0.86,0.88,0.72,0.75,0.83,0.83,0.8,0.92,0.92,0.93,0.67,0.94,0.89,0.88,0.59,0.86,0.91
javaprofiler.csv,0.65,0.52,0.47,0.59,0.56,0.38,0.51,0.44,0.66,0.58,0.69,0.4,0.49,0.46,0.77,0.68,0.64,0.47
jbasic.csv,0.82,0.65,0.7,0.91,0.82,0.59,0.66,0.78,0.67,0.59,0.74,0.73,0.7,0.56,0.67,0.52,0.46,0.9
jgnash.csv,0.95,0.91,0.75,0.96,0.89,0.91,0.98,0.75,0.95,0.93,0.73,0.86,0.97,0.94,0.8,0.88,0.75,0.91
jrefactory.csv,0.69,0.69,0.56,0.74,0.61,0.51,0.8,0.83,0.69,0.74,0.61,0.44,0.74,0.58,0.48,0.52,0.58,0.61
jsecurity.csv,0.85,0.8,0.94,0.88,0.88,0.63,0.76,0.47,0.62,0.64,0.92,0.71,0.9,0.77,0.46,0.49,0.92,0.82
libopenmetaverse.csv,0.45,0.54,0.46,0.57,0.55,0.53,0.44,0.39,0.48,0.49,0.51,0.53,0.47,0.43,0.48,0.36,0.47,0.53
mobicents.csv,0.54,0.7,0.53,0.74,0.63,0.56,0.51,0.5,0.64,0.49,0.69,0.83,0.51,0.46,0.92,0.41,0.52,0.78
mp-rechnungs-und-kundenverwaltung.csv,0.51,0.94,0.65,0.78,0.75,0.54,0.59,0.7,0.94,0.62,0.65,0.88,0.66,0.66,0.67,0.46,0.88,0.65
openefm.csv,0.86,0.63,0.41,0.94,0.93,0.48,0.73,0.88,0.7,0.61,0.58,0.86,0.44,0.51,0.9,0.93,0.82,0.78
power-architect.csv,0.39,0.49,0.45,0.46,0.48,0.37,0.45,0.54,0.56,0.63,0.48,0.4,0.45,0.41,0.4,0.47,0.41,0.56
sidekar.csv,0.43,0.57,0.53,0.45,0.49,0.38,0.45,0.48,0.48,0.58,0.64,0.64,0.44,0.37,0.73,0.41,0.36,0.6
wheat.csv,0.63,0.7,0.94,0.96,0.91,0.79,0.66,0.53,0.93,0.94,0.77,0.65,0.6,0.78,0.5,0.54,0.95,0.56
yarp0.csv,0.37,0.42,0.42,0.55,0.51,0.68,0.41,0.52,0.45,0.44,0.47,0.62,0.44,0.4,0.56,0.4,0.37,0.44
