,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.47,0.56,0.42,0.29,0.72,0.46,0.47,0.47,0.27,0.55,1.0,0.23,0.48,0.47,0.37,0.24,0.54,0.4
beast-mcmc.csv,0.96,0.51,0.46,0.27,0.35,0.43,0.46,0.36,0.43,0.33,0.43,0.21,0.48,0.41,0.13,0.33,0.37,0.19
cuberok.csv,0.39,0.49,0.67,0.38,0.63,0.64,0.6,0.93,0.31,0.38,0.31,0.39,0.64,0.5,0.58,0.32,0.81,0.58
exist.csv,0.54,0.48,0.48,0.37,0.64,0.49,0.56,0.38,0.34,0.7,0.27,0.39,0.98,0.4,0.18,0.5,0.48,0.48
ingex.csv,0.36,0.25,0.14,0.31,0.12,0.33,0.4,0.15,0.16,0.18,0.05,0.11,0.23,0.18,0.33,1.0,0.2,0.27
javaprofiler.csv,0.44,0.49,0.53,0.31,0.58,0.56,0.53,0.57,0.28,0.47,0.56,0.46,0.57,0.49,0.29,0.33,0.47,0.98
jbasic.csv,0.47,0.34,0.39,0.25,0.37,0.38,0.45,0.32,0.21,0.97,0.27,0.3,0.44,0.42,0.13,0.44,0.49,0.19
jgnash.csv,0.21,0.36,0.24,0.16,0.19,0.21,0.26,0.15,0.94,0.23,0.3,0.17,0.24,0.19,0.12,0.05,0.1,0.21
jrefactory.csv,0.22,0.43,0.97,0.3,0.44,0.51,0.34,0.53,0.25,0.44,0.39,0.46,0.36,0.49,0.58,0.37,0.51,0.66
jsecurity.csv,0.21,0.45,0.21,0.93,0.38,0.39,0.41,0.52,0.2,0.46,0.22,0.36,0.28,0.24,0.6,0.58,0.33,0.46
libopenmetaverse.csv,0.36,0.28,0.67,0.23,0.69,1.0,0.58,0.58,0.23,0.64,0.27,0.5,0.61,0.45,0.42,0.52,0.6,0.7
mobicents.csv,0.5,0.39,0.58,0.26,0.64,0.54,0.99,0.43,0.18,0.69,0.37,0.5,0.61,0.5,0.35,0.49,0.61,0.36
mp-rechnungs-und-kundenverwaltung.csv,0.34,0.32,0.37,0.32,0.38,0.44,0.57,0.31,0.38,0.29,0.27,0.33,0.39,0.95,0.45,0.49,0.23,0.58
openefm.csv,0.34,0.95,0.48,0.25,0.3,0.46,0.41,0.47,0.12,0.61,0.29,0.2,0.59,0.4,0.26,0.36,0.42,0.47
power-architect.csv,0.36,0.42,0.72,0.34,0.73,0.64,0.63,0.39,0.24,0.45,0.47,0.44,0.66,0.48,0.68,0.35,1.0,0.48
sidekar.csv,0.42,0.35,0.46,0.42,0.99,0.67,0.64,0.51,0.36,0.38,0.5,0.4,0.68,0.49,0.42,0.51,0.71,0.5
wheat.csv,0.33,0.37,0.18,0.27,0.13,0.5,0.44,0.48,0.14,0.3,0.26,0.39,0.55,0.19,1.0,0.49,0.52,0.55
yarp0.csv,0.41,0.43,0.7,0.26,0.75,0.5,0.65,0.36,0.23,0.65,0.44,1.0,0.68,0.47,0.48,0.56,0.81,0.73
