,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.46,0.7,0.97,0.97,0.0,0.52,0.78,0.3,0.48,0.61,0.51,0.58,0.5,0.23,0.7,0.48,0.59,0.38,0.55,0.3
blogentis.csv,0.59,0.5,0.72,0.45,1.0,0.3,0.28,0.4,0.28,0.44,0.5,0.23,0.75,0.31,0.78,0.37,0.32,0.02,0.27,0.85
free-evolution.csv,0.49,0.99,0.55,0.71,0.09,0.41,0.83,0.5,0.68,0.93,0.72,0.56,0.96,0.76,0.57,0.45,0.86,0.37,0.52,0.36
gtad.csv,0.18,0.61,0.46,0.19,0.0,0.17,0.46,0.0,0.18,0.33,0.12,0.15,0.15,0.12,0.22,0.15,0.25,0.05,0.08,0.13
htmlunit.csv,0.51,0.86,0.52,0.34,0.0,0.51,0.65,0.0,0.26,0.46,0.23,0.27,0.31,0.35,0.27,0.33,0.7,0.06,0.2,0.22
ipfire-wall.csv,0.15,0.53,0.62,0.0,0.0,0.15,0.75,0.0,0.45,0.07,0.62,0.12,0.25,0.29,0.24,0.35,0.14,0.33,0.02,0.1
irplus.csv,0.51,0.41,0.42,0.66,0.0,0.18,0.2,0.3,0.22,0.03,0.4,0.23,0.31,0.21,0.35,0.38,0.27,0.26,0.06,0.28
jasperreports.csv,0.49,0.83,0.65,0.48,0.91,0.04,0.12,0.4,0.24,0.26,0.9,0.25,0.5,0.74,0.62,0.13,0.48,0.16,0.38,0.81
jaxlib.csv,0.15,0.04,0.02,0.72,0.0,0.42,0.59,0.0,0.34,0.74,0.41,0.41,0.04,0.46,0.41,0.17,0.43,0.78,0.23,0.33
jvcl.csv,0.48,0.17,0.26,0.21,0.0,0.16,0.83,0.0,0.65,0.36,0.15,0.72,0.58,0.16,0.3,0.95,0.18,0.49,0.21,0.1
kaffeine.csv,0.96,0.3,0.66,1.0,0.09,0.55,0.75,0.4,0.7,0.59,0.62,0.65,0.98,0.58,0.95,0.63,0.61,0.55,0.68,0.62
m-m-m.csv,0.32,0.4,0.65,0.73,0.45,0.72,0.93,0.2,0.83,0.97,0.73,0.94,0.81,0.75,0.49,0.8,0.32,0.91,0.6,0.43
myfaces.csv,0.69,0.64,0.94,0.55,0.0,0.37,0.81,0.3,0.61,0.11,0.34,0.16,0.62,0.13,0.24,0.53,0.75,0.31,0.09,0.22
nh3d.csv,1.0,0.44,0.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12,1.0,0.71,1.0,1.0,0.67,1.0,0.99,1.0,1.0
poormans.csv,0.04,0.11,0.55,0.28,0.18,0.08,0.12,0.3,0.49,0.03,0.13,0.25,0.98,0.07,0.08,0.19,0.09,0.03,0.2,0.04
sarasvati.csv,0.35,0.19,0.44,0.64,0.0,0.26,0.41,0.2,0.35,0.25,0.37,0.37,0.4,0.35,0.35,0.25,0.43,0.35,0.09,0.16
smartgwt.csv,0.44,0.67,0.0,0.02,0.18,0.34,0.17,0.4,0.22,0.39,0.78,0.18,0.35,0.62,0.3,0.31,0.05,0.26,0.26,0.24
taokgame.csv,0.2,0.01,0.0,0.27,0.0,0.25,0.2,0.0,0.09,0.61,0.06,0.42,0.12,0.44,0.43,0.13,0.23,0.17,0.2,0.06
wgs-assembler.csv,0.55,0.31,0.92,0.9,0.09,0.74,0.77,0.0,0.56,0.92,0.3,0.78,0.9,0.84,0.59,0.23,0.77,0.67,0.29,0.64
