,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.51,0.6,0.13,0.13,0.62,0.66,0.52,0.41,0.58,0.76,0.59,0.65,0.0,0.6,0.56,0.77,0.69,0.77,0.69,0.48
blogentis.csv,0.48,0.57,0.56,0.46,0.0,0.48,0.74,0.38,0.0,0.86,0.58,0.52,0.62,0.67,0.4,0.62,0.4,0.22,0.42,0.4
free-evolution.csv,0.84,0.05,0.27,0.54,0.52,0.63,0.46,0.44,0.62,0.27,0.63,0.74,0.17,0.57,0.6,0.84,0.44,0.82,0.7,0.64
gtad.csv,0.96,0.64,0.28,0.43,0.17,0.5,0.6,0.1,0.12,0.91,0.46,0.45,0.54,0.28,0.54,0.66,0.48,0.52,0.28,0.28
htmlunit.csv,0.83,0.42,0.28,0.53,0.38,0.6,0.49,0.19,0.44,0.0,0.57,0.7,0.0,0.41,0.59,0.81,0.56,0.59,0.45,0.4
ipfire-wall.csv,0.54,0.5,0.75,0.0,0.32,0.11,0.55,0.24,0.12,0.0,0.5,0.33,0.54,0.42,0.81,0.85,0.37,0.65,0.04,0.11
irplus.csv,0.83,0.48,0.28,0.67,0.42,0.59,0.46,0.23,0.12,0.99,0.74,0.65,0.0,0.33,0.79,0.87,0.59,0.64,0.37,0.43
jasperreports.csv,0.5,0.48,0.61,0.65,0.32,0.11,0.29,0.67,0.34,0.93,0.35,0.48,0.83,0.59,0.73,0.94,0.38,0.73,0.62,0.46
jaxlib.csv,0.54,0.16,0.29,0.53,0.15,0.76,0.45,0.46,0.23,0.64,0.27,0.3,0.99,0.32,0.52,0.31,0.59,0.51,0.21,0.54
jvcl.csv,0.5,0.25,0.53,0.42,0.28,0.31,0.47,0.12,0.64,0.0,0.32,0.53,0.48,0.22,0.53,0.21,0.41,0.64,0.7,0.31
kaffeine.csv,0.17,0.35,0.26,0.0,0.84,0.7,0.6,0.51,0.21,0.78,0.68,0.68,0.09,0.65,0.21,0.73,0.66,0.79,0.68,0.62
m-m-m.csv,0.53,0.44,0.61,0.46,0.53,0.63,0.25,0.77,0.43,0.13,0.49,0.23,0.54,0.48,0.71,0.55,0.61,0.31,0.6,0.58
myfaces.csv,0.69,0.58,0.23,0.62,0.22,0.56,0.53,0.31,0.12,0.0,0.62,0.7,0.75,0.17,0.73,0.82,0.47,0.74,0.37,0.31
nh3d.csv,0.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.67,0.0,0.0,0.71,0.0,0.05,0.0,0.0
poormans.csv,0.0,0.12,0.66,0.35,0.24,0.5,0.38,0.23,0.33,0.99,0.46,0.67,0.09,0.23,0.0,0.61,0.19,0.36,0.75,0.11
sarasvati.csv,0.52,0.32,0.51,0.32,0.15,0.8,0.24,0.33,0.12,0.94,0.44,0.65,0.88,0.58,0.62,0.83,0.62,0.72,0.25,0.31
smartgwt.csv,0.86,0.61,0.0,0.0,0.46,0.4,0.33,0.25,0.12,0.89,0.51,0.56,0.52,0.48,0.68,0.46,0.28,0.75,0.56,0.49
taokgame.csv,0.54,0.16,0.0,0.35,0.12,0.31,0.25,0.05,0.98,0.0,0.16,0.38,0.0,0.36,0.56,0.31,0.14,0.17,0.62,0.31
wgs-assembler.csv,0.8,0.54,0.3,0.35,0.38,0.61,0.48,0.24,0.8,0.3,0.61,0.54,0.36,0.46,0.48,0.89,0.52,0.6,0.5,0.61
