,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.03,0.39,0.01,0.09,1.0,0.09,0.26,0.86,0.13,0.03,0.36,0.17,0.0,0.32,0.33,0.09,0.45,0.4,0.28,0.32
blogentis.csv,0.02,0.4,0.01,0.1,0.8,0.09,0.49,0.82,0.0,0.04,0.35,0.24,0.05,0.29,0.24,0.08,0.39,0.76,0.27,0.19
free-evolution.csv,0.05,0.36,0.01,0.1,0.96,0.1,0.25,0.81,0.12,0.02,0.37,0.2,0.04,0.18,0.36,0.1,0.38,0.42,0.29,0.36
gtad.csv,0.13,0.41,0.01,0.18,1.0,0.16,0.32,1.0,0.06,0.05,0.61,0.3,0.12,0.28,0.53,0.18,0.5,0.74,0.44,0.36
htmlunit.csv,0.05,0.35,0.01,0.14,1.0,0.08,0.22,1.0,0.16,0.0,0.52,0.29,0.0,0.17,0.5,0.12,0.37,0.73,0.35,0.33
ipfire-wall.csv,0.08,0.35,0.02,0.0,1.0,0.04,0.27,1.0,0.03,0.0,0.28,0.28,0.08,0.21,0.62,0.12,0.57,0.37,0.33,0.21
irplus.csv,0.05,0.38,0.01,0.13,1.0,0.18,0.42,0.77,0.05,0.33,0.48,0.3,0.0,0.21,0.54,0.12,0.54,0.42,0.58,0.3
jasperreports.csv,0.03,0.37,0.01,0.14,0.81,0.14,0.43,0.9,0.13,0.06,0.32,0.22,0.08,0.18,0.42,0.29,0.3,0.57,0.3,0.21
jaxlib.csv,0.08,0.62,0.11,0.1,1.0,0.12,0.21,1.0,0.07,0.02,0.21,0.09,0.5,0.11,0.38,0.08,0.44,0.23,0.17,0.33
jvcl.csv,0.03,0.4,0.02,0.17,1.0,0.1,0.26,1.0,0.13,0.0,0.45,0.13,0.03,0.19,0.45,0.05,0.53,0.3,0.46,0.45
kaffeine.csv,0.03,0.36,0.0,0.1,0.98,0.09,0.3,0.86,0.03,0.03,0.38,0.18,0.04,0.2,0.34,0.08,0.43,0.35,0.27,0.27
m-m-m.csv,0.04,0.36,0.01,0.08,0.84,0.08,0.21,0.95,0.09,0.02,0.28,0.12,0.05,0.14,0.44,0.06,0.52,0.22,0.23,0.29
myfaces.csv,0.04,0.38,0.01,0.12,1.0,0.09,0.29,0.82,0.02,0.0,0.45,0.4,0.06,0.18,0.59,0.09,0.31,0.43,0.48,0.27
nh3d.csv,0.03,0.42,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.5,0.14,0.06,0.16,0.33,0.08,0.36,0.23,0.21,0.24
poormans.csv,0.0,0.33,0.02,0.11,0.83,0.28,0.5,0.77,0.07,0.33,0.59,0.29,0.04,0.33,0.0,0.14,0.5,0.76,0.49,0.43
sarasvati.csv,0.04,0.46,0.01,0.05,1.0,0.18,0.15,0.88,0.03,0.06,0.34,0.22,0.1,0.24,0.46,0.16,0.46,0.39,0.39,0.35
smartgwt.csv,0.06,0.39,0.0,0.0,0.91,0.07,0.37,0.73,0.05,0.04,0.3,0.31,0.06,0.14,0.52,0.07,0.75,0.47,0.35,0.37
taokgame.csv,0.07,0.83,0.0,0.12,1.0,0.07,0.26,1.0,0.59,0.0,0.5,0.12,0.0,0.13,0.38,0.1,0.23,0.21,0.43,0.6
wgs-assembler.csv,0.05,0.48,0.01,0.1,0.94,0.08,0.23,1.0,0.18,0.02,0.47,0.15,0.04,0.17,0.29,0.18,0.36,0.25,0.3,0.26
