,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.87,1.0,0.84,0.39,0.97,1.0,0.63,0.97,0.86,0.86,0.99,0.84,0.74,1.0,0.62
aufs.csv,0.77,0.73,1.0,0.95,0.95,0.81,0.8,0.85,0.48,0.82,0.77,0.62,0.85,0.6,0.87
bulmages.csv,1.0,0.78,0.93,0.79,0.82,0.88,0.9,0.95,1.0,0.47,0.45,0.97,0.46,0.91,1.0
coot.csv,0.97,0.8,0.81,0.94,0.93,0.78,0.79,0.9,0.82,0.62,0.78,0.79,0.46,0.66,0.64
emono.csv,0.7,0.96,0.65,0.76,0.84,0.96,0.88,0.83,0.92,0.84,0.92,0.87,0.7,0.82,0.54
extprosys.csv,0.96,0.56,1.0,0.8,0.82,0.85,0.64,0.54,0.95,0.5,0.81,0.7,0.77,0.66,0.68
freelords.csv,0.6,0.7,0.91,0.9,0.77,0.76,0.49,0.88,0.55,0.58,0.49,0.71,0.64,0.82,0.84
jnode.csv,0.76,0.94,0.82,0.7,0.97,0.31,0.94,0.86,1.01,0.69,1.0,0.97,0.53,0.97,0.96
jruby.csv,0.73,0.94,0.84,1.0,0.88,0.92,0.68,0.52,1.0,0.91,0.58,0.9,0.95,0.58,0.91
jsecurity.csv,0.89,0.75,0.9,0.96,0.39,0.64,0.83,0.97,0.88,0.77,0.88,0.92,0.52,0.91,0.54
matrex.csv,0.7,0.94,0.89,0.64,0.95,0.75,0.96,0.56,0.84,1.0,0.23,0.82,0.95,0.87,0.87
officefloor.csv,0.56,0.76,0.86,0.93,0.82,0.53,0.91,0.43,0.57,0.87,0.59,0.72,0.74,0.79,0.6
projectfactory.csv,0.62,0.62,0.65,0.85,0.68,0.71,0.72,0.63,0.52,0.59,0.7,0.54,0.78,0.77,0.65
taverna.csv,0.73,0.91,0.42,0.89,0.88,1.0,0.97,0.97,0.97,0.76,0.96,0.61,0.54,0.98,0.83
vxl.csv,0.66,0.84,0.76,0.96,0.64,0.77,0.57,0.55,0.78,0.66,0.85,0.62,0.86,0.78,0.65
