,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.26,0.51,0.49,1.0,0.57,0.39,0.46,0.53,0.45,0.45,0.36,0.49,0.49,0.53,0.47
aufs.csv,0.56,0.16,0.42,0.17,0.18,0.64,0.29,0.58,1.0,0.17,0.38,0.16,0.12,0.21,0.12
bulmages.csv,0.17,0.0,0.26,0.09,0.12,0.0,0.15,0.13,0.0,0.96,0.48,0.0,0.43,0.01,0.06
coot.csv,0.06,0.22,0.09,0.43,0.41,0.46,0.39,0.38,0.06,0.45,0.41,0.12,0.98,0.16,0.18
emono.csv,0.57,0.5,0.18,0.19,0.3,0.41,0.11,0.58,0.6,0.0,0.17,0.51,0.0,0.41,0.98
extprosys.csv,0.48,0.97,0.17,0.38,0.09,0.32,0.17,0.26,0.57,0.05,0.13,0.21,0.3,0.0,0.45
freelords.csv,0.63,0.57,0.65,0.64,0.49,0.51,0.99,0.74,0.41,0.46,0.55,0.46,0.55,0.48,0.5
jnode.csv,0.0,0.02,0.05,0.02,0.0,0.84,0.1,0.0,0.0,0.12,0.0,0.0,0.12,0.01,0.01
jruby.csv,0.22,0.25,0.09,0.02,0.45,0.35,0.48,0.69,0.54,0.12,0.15,0.56,0.21,0.97,0.42
jsecurity.csv,0.28,0.18,0.23,0.34,0.89,0.43,0.17,0.3,0.34,0.32,0.12,0.18,0.25,0.16,0.32
matrex.csv,0.34,0.13,0.3,0.49,0.18,0.57,0.21,0.51,0.51,0.12,0.99,0.49,0.29,0.16,0.29
officefloor.csv,0.04,0.45,0.55,0.71,0.16,0.35,0.17,0.98,0.43,0.49,0.44,0.48,0.59,0.51,0.61
projectfactory.csv,0.44,0.29,0.45,0.06,0.25,0.66,0.25,0.57,0.7,0.42,0.4,0.97,0.18,0.56,0.21
taverna.csv,0.26,0.38,0.97,0.24,0.27,0.07,0.33,0.21,0.13,0.46,0.25,0.5,0.47,0.66,0.33
vxl.csv,1.0,0.18,0.55,0.46,0.16,0.22,0.48,0.25,0.51,0.28,0.49,0.55,0.46,0.41,0.34
