,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,1.0,2.0,3.0,0.0,5.0,1.0,1.0,56.0,1.0,4.0,21.0,0.0,1.0,0.0,0.0
aufs.csv,0.0,0.0,1.0,0.0,5.0,19.0,1.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bulmages.csv,2.0,186.0,1.0,0.0,4.0,411.0,1.0,107.0,116.0,0.0,1.0,81.0,1.0,1.0,0.0
coot.csv,6.0,0.0,2.0,1.0,10.0,0.0,0.0,299.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0
emono.csv,0.0,2.0,5.0,0.0,10.0,86.0,0.0,26.0,5.0,100.0,3.0,0.0,76.0,0.0,0.0
extprosys.csv,0.0,1.0,2.0,1.0,11.0,1.0,1.0,322.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0
freelords.csv,5.0,0.0,2.0,0.0,7.0,0.0,0.0,84.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0
jnode.csv,150.0,0.0,1.0,0.0,207.0,0.0,1.0,1376.0,116.0,2.0,147.0,81.0,1.0,0.0,0.0
jruby.csv,1.0,0.0,0.0,0.0,25.0,69.0,1.0,24.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0
jsecurity.csv,7.0,13.0,2.0,0.0,0.0,23.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,1.0,1.0,1.0,0.0,13.0,48.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
officefloor.csv,1.0,2.0,2.0,1.0,7.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
projectfactory.csv,0.0,0.0,4.0,0.0,11.0,0.0,2.0,78.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
taverna.csv,4.0,13.0,0.0,0.0,14.0,36.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0
vxl.csv,0.0,0.0,2.0,1.0,15.0,63.0,1.0,109.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0
