,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.22,0.58,0.48,1.0,0.59,0.38,0.49,0.53,0.43,0.52,0.34,0.56,0.57,0.53,0.54
aufs.csv,0.65,0.13,0.37,0.14,0.15,0.62,0.25,0.55,1.0,0.14,0.33,0.13,0.1,0.18,0.1
bulmages.csv,0.14,0.0,0.22,0.07,0.1,0.0,0.13,0.11,0.0,0.95,0.44,0.0,0.38,0.01,0.05
coot.csv,0.05,0.19,0.07,0.39,0.38,0.44,0.35,0.37,0.05,0.43,0.38,0.1,0.98,0.13,0.15
emono.csv,0.68,0.75,0.15,0.16,0.26,0.38,0.09,0.55,0.73,0.0,0.14,0.51,0.0,0.37,0.98
extprosys.csv,0.49,0.96,0.96,0.95,0.87,0.88,0.9,0.79,0.65,1.0,1.0,0.97,1.0,0.95,0.42
freelords.csv,0.73,0.62,0.81,0.66,0.54,0.62,1.0,0.92,0.41,0.43,0.66,0.44,0.75,0.5,0.65
jnode.csv,0.0,0.02,0.04,0.02,0.0,0.81,0.08,0.0,0.0,0.1,0.0,0.0,0.1,0.01,0.01
jruby.csv,0.19,0.21,0.07,0.02,0.41,0.31,0.43,0.71,0.95,0.1,0.12,0.87,0.18,0.98,0.38
jsecurity.csv,0.24,0.15,0.19,0.3,0.87,0.38,0.14,0.26,0.3,0.29,0.1,0.15,0.22,0.13,0.28
matrex.csv,0.3,0.11,0.26,0.7,0.15,0.56,0.18,0.47,0.46,0.1,0.99,0.46,0.25,0.13,0.25
officefloor.csv,0.03,0.51,0.59,0.8,0.13,0.31,0.14,0.97,0.43,0.48,0.55,0.67,0.78,0.67,0.64
projectfactory.csv,0.41,0.25,0.41,0.05,0.21,0.69,0.22,0.55,0.73,0.38,0.36,0.97,0.15,0.55,0.18
taverna.csv,0.22,0.34,0.96,0.2,0.23,0.06,0.29,0.18,0.11,0.43,0.21,0.85,0.48,0.67,0.29
vxl.csv,1.0,0.15,0.52,0.8,0.13,0.19,0.49,0.21,0.68,0.24,0.44,0.69,0.48,0.37,0.31
