,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.82,0.78,0.7,0.0,0.64,0.85,0.82,0.66,0.72,0.86,0.82,0.8,0.8,0.67,0.83
aufs.csv,0.72,0.87,0.65,0.87,0.85,0.47,0.75,0.5,0.0,0.88,0.68,0.88,0.91,0.83,0.91
bulmages.csv,0.88,1.0,0.79,0.93,0.93,1.0,0.96,0.9,1.0,0.05,0.61,1.0,0.64,0.99,0.95
coot.csv,0.95,0.84,0.93,0.7,0.75,0.69,0.71,0.84,0.95,0.7,0.73,0.9,0.03,0.89,0.87
emono.csv,0.73,0.83,0.9,0.85,0.75,0.75,0.91,0.51,0.7,1.0,0.87,0.67,1.0,0.71,0.03
extprosys.csv,0.74,0.04,0.96,0.89,0.99,0.92,0.97,0.95,0.72,0.99,0.97,0.95,0.92,1.0,0.68
freelords.csv,0.65,0.69,0.67,0.56,0.8,0.79,0.04,0.59,0.83,0.67,0.75,0.73,0.77,0.76,0.82
jnode.csv,1.0,0.98,0.96,1.0,1.0,0.19,0.94,1.0,1.0,0.91,1.0,1.0,0.9,0.99,0.99
jruby.csv,0.83,0.8,0.93,0.99,0.65,0.76,0.6,0.49,0.8,0.93,0.88,0.78,0.84,0.05,0.69
jsecurity.csv,0.82,0.87,0.83,0.78,0.13,0.63,0.91,0.76,0.72,0.81,0.91,0.85,0.85,0.88,0.77
matrex.csv,0.79,0.89,0.78,0.83,0.86,0.6,0.83,0.57,0.55,0.91,0.01,0.65,0.76,0.87,0.76
officefloor.csv,0.97,0.85,0.71,0.54,0.92,0.74,0.91,0.03,0.79,0.72,0.87,0.84,0.74,0.81,0.6
projectfactory.csv,0.72,0.8,0.63,0.96,0.81,0.53,0.88,0.55,0.49,0.68,0.68,0.05,0.89,0.62,0.83
taverna.csv,0.83,0.73,0.04,0.8,0.8,0.95,0.76,0.82,0.91,0.67,0.83,0.83,0.77,0.5,0.77
vxl.csv,0.0,0.85,0.57,0.86,0.88,0.88,0.76,0.81,0.81,0.78,0.57,0.76,0.81,0.7,0.82
