,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.29,0.18,0.47,0.12,0.06
empyrean.csv,0.24,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.79,0.45,0.47,0.71,0.32
nutz.csv,0.61,0.75,0.17,0.67,0.87
yafdotnet.csv,0.13,0.13,0.22,0.28,0.21
