,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.54,0.65,0.49,0.2,0.14
empyrean.csv,0.68,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.87,0.67,0.77,0.78,0.54
nutz.csv,0.58,0.52,0.69,0.67,0.85
yafdotnet.csv,0.26,0.48,0.63,0.72,0.3
