,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.55,0.39,0.69,0.81,0.86
empyrean.csv,0.4,1.0,1.0,1.0,1.0
mplayer-ce.csv,0.8,0.56,0.52,0.75,0.56
nutz.csv,0.74,0.89,0.36,0.74,0.89
yafdotnet.csv,0.75,0.54,0.43,0.4,0.73
