,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.63,0.53,0.13,0.11,0.5,0.34,0.37,0.3,0.02,0.33,0.27,0.38,0.97,0.65,0.61,0.28,0.36,0.58,0.41,0.62
amygdala.csv,0.49,0.41,0.24,0.0,0.27,0.57,0.44,0.23,0.0,0.38,0.13,1.0,0.28,0.63,0.57,0.35,0.23,0.54,0.16,0.43
awemud.csv,0.99,0.51,0.29,0.36,0.74,0.36,0.54,0.18,0.0,0.0,0.28,0.37,0.58,0.64,0.48,0.56,0.5,0.47,0.38,0.55
bullet.csv,0.77,0.75,0.27,0.5,0.82,0.99,0.51,0.12,0.0,0.33,0.24,0.67,0.23,0.53,0.62,0.65,0.0,0.59,0.68,0.64
customwars.csv,0.3,0.4,0.09,0.3,0.53,0.44,0.29,0.47,0.0,0.29,0.97,0.31,0.5,0.42,0.49,0.43,0.64,0.67,0.39,0.46
dvd-create.csv,0.78,0.78,0.37,0.34,1.0,0.81,0.51,0.32,0.01,0.39,0.24,0.73,0.33,0.6,0.67,0.75,0.59,0.55,0.71,0.59
gbif-indexingtoolkit.csv,0.37,0.33,0.19,0.37,0.33,0.48,0.2,0.84,0.0,0.29,0.32,0.19,0.45,0.05,0.09,0.47,0.2,0.66,0.45,0.53
go.csv,0.77,0.99,0.24,0.6,0.73,0.71,0.57,0.23,0.0,0.0,0.26,0.72,0.49,0.74,0.67,0.64,0.58,0.64,0.62,0.56
growl-for-windows.csv,0.68,0.65,0.17,0.27,0.7,0.69,0.53,0.42,0.01,0.6,0.33,0.48,0.51,0.66,0.63,0.67,0.63,1.0,0.53,0.6
gss.csv,0.71,0.65,0.32,0.44,0.72,0.69,0.58,0.26,0.01,0.29,0.28,0.49,0.53,0.63,0.63,0.97,0.58,0.55,0.51,0.56
kwave.csv,0.49,0.77,0.97,0.39,0.88,0.42,0.34,0.2,0.0,0.11,0.23,0.41,0.41,0.61,0.43,0.62,0.12,0.52,0.64,0.56
libarchive.csv,0.62,0.74,0.26,0.35,0.68,0.64,0.56,0.27,0.01,0.38,0.2,0.69,0.5,0.67,0.67,0.64,0.44,0.58,0.52,0.99
linux-ntfs.csv,0.53,0.52,0.36,0.49,0.62,0.51,0.45,0.33,0.02,0.33,0.3,0.49,0.51,0.54,0.54,0.6,0.96,0.43,0.55,0.45
lsb.csv,0.84,0.75,0.36,0.84,0.79,0.84,0.54,0.32,0.01,0.0,0.27,0.65,0.51,0.73,0.69,0.74,0.58,0.77,0.68,0.66
mpgravity.csv,0.69,0.47,0.2,0.22,0.61,0.63,0.5,0.3,0.02,0.96,0.43,0.35,0.49,0.6,0.61,0.5,0.67,0.76,0.53,0.56
nativeclient.csv,0.76,0.67,0.34,0.18,0.37,0.53,0.55,0.33,0.01,0.69,0.27,0.59,0.59,0.52,0.63,0.6,0.57,0.47,0.99,0.56
qcad2.csv,0.67,0.69,0.38,0.37,0.74,0.4,0.97,0.21,0.0,0.17,0.28,0.46,0.43,0.56,0.56,0.78,0.58,0.71,0.65,0.57
qtwin.csv,0.19,0.02,0.0,0.0,0.03,0.0,0.24,0.13,0.44,0.0,0.24,0.0,0.02,0.19,0.0,0.06,0.32,0.0,0.07,0.0
roller.csv,0.55,0.71,0.24,0.26,0.72,0.54,0.48,0.24,0.0,0.27,0.2,0.58,0.49,0.99,0.56,0.54,0.37,0.35,0.59,0.62
xinity.csv,0.45,0.62,0.08,0.19,0.69,0.43,0.51,0.24,0.01,0.0,0.28,0.35,0.25,0.6,0.99,0.58,0.57,0.39,0.66,0.42
