,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,1.0,1.0,10.0,1.0,0.0,0.0,6.0,8.0,102.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
amygdala.csv,2.0,1.0,2.0,181.0,0.0,1.0,2.0,7.0,777.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0
awemud.csv,0.0,0.0,0.0,0.0,1.0,2.0,1.0,8.0,910.0,52.0,8.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0
bullet.csv,0.0,1.0,0.0,1.0,0.0,1.0,7.0,4.0,371.0,3.0,12.0,4.0,40.0,0.0,0.0,2.0,54.0,1.0,1.0,3.0
customwars.csv,0.0,2.0,12.0,21.0,0.0,3.0,6.0,4.0,2488.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,3.0,1.0
dvd-create.csv,2.0,3.0,2.0,1.0,0.0,0.0,3.0,5.0,1226.0,2.0,17.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,5.0
gbif-indexingtoolkit.csv,1.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,1014.0,0.0,1.0,6.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,5.0
go.csv,0.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,799.0,52.0,21.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
growl-for-windows.csv,0.0,4.0,14.0,1.0,0.0,2.0,9.0,2.0,704.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0
gss.csv,4.0,2.0,0.0,28.0,0.0,1.0,5.0,7.0,746.0,0.0,20.0,1.0,33.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0
kwave.csv,0.0,4.0,0.0,1.0,0.0,2.0,5.0,5.0,896.0,4.0,4.0,0.0,55.0,0.0,0.0,2.0,1.0,4.0,1.0,6.0
libarchive.csv,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,543.0,1.0,19.0,4.0,25.0,0.0,1.0,4.0,6.0,2.0,1.0,0.0
linux-ntfs.csv,1.0,2.0,1.0,0.0,1.0,0.0,12.0,7.0,240.0,2.0,5.0,2.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
lsb.csv,2.0,2.0,0.0,0.0,0.0,2.0,12.0,6.0,801.0,52.0,17.0,10.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0
mpgravity.csv,0.0,1.0,2.0,22.0,0.0,3.0,6.0,6.0,158.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0
nativeclient.csv,1.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,505.0,0.0,15.0,3.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0
qcad2.csv,1.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,290.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0
qtwin.csv,0.0,0.0,71.0,181.0,0.0,87.0,0.0,2.0,0.0,52.0,1.0,72.0,4.0,0.0,66.0,0.0,0.0,53.0,0.0,116.0
roller.csv,1.0,2.0,0.0,0.0,0.0,0.0,20.0,7.0,1324.0,1.0,7.0,2.0,28.0,0.0,2.0,3.0,0.0,1.0,1.0,5.0
xinity.csv,1.0,3.0,4.0,0.0,0.0,0.0,8.0,1.0,1013.0,52.0,17.0,4.0,36.0,3.0,0.0,0.0,1.0,2.0,0.0,10.0
