,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.2,0.11,0.23,0.44,0.06,0.1,0.24,0.58,0.16,0.07,0.29,0.11,0.0,0.33,0.54,0.05,0.38,0.06,0.13,0.13
amygdala.csv,0.7,0.22,0.38,0.0,0.22,0.24,0.52,0.7,0.46,0.85,0.44,0.0,0.4,0.41,0.35,0.6,0.45,0.39,0.11,0.15
awemud.csv,0.03,0.33,0.45,0.34,0.33,0.52,0.28,0.4,0.5,0.0,0.66,0.29,0.26,0.25,0.5,0.45,0.66,0.56,0.05,0.13
bullet.csv,0.73,0.78,0.88,0.02,0.17,0.05,0.78,0.38,0.17,0.59,0.45,0.8,0.33,0.49,0.58,0.7,0.0,0.78,0.55,0.46
customwars.csv,0.03,0.29,0.52,0.2,0.5,0.52,0.16,0.24,0.03,0.0,0.0,0.17,0.47,0.18,0.31,0.35,0.21,0.11,0.34,0.26
dvd-create.csv,0.8,0.8,0.66,0.89,0.0,0.67,0.79,0.62,0.71,0.61,0.76,0.66,0.65,0.53,0.58,0.4,0.76,0.78,0.59,0.79
gbif-indexingtoolkit.csv,0.17,0.6,0.39,0.97,0.39,0.57,0.15,0.0,0.45,0.0,0.16,0.26,0.37,0.04,0.08,0.45,0.03,0.17,0.47,0.59
go.csv,0.6,0.0,0.48,0.16,0.44,0.33,0.6,0.7,0.47,0.0,0.86,0.6,0.5,0.55,0.77,0.85,0.79,0.5,0.41,0.43
growl-for-windows.csv,0.23,0.44,0.68,0.67,0.72,0.62,0.57,0.62,0.44,0.05,0.57,0.46,0.61,0.53,0.5,0.3,0.52,0.0,0.47,0.47
gss.csv,0.57,0.49,0.38,0.3,0.28,0.48,0.36,0.44,0.51,0.0,0.59,0.43,0.44,0.33,0.69,0.0,0.38,0.61,0.37,0.43
kwave.csv,0.37,0.96,0.0,1.0,1.0,0.24,0.36,0.32,0.45,0.15,0.47,0.26,0.46,0.1,0.54,0.3,0.14,0.67,0.47,0.97
libarchive.csv,0.23,0.49,0.55,0.15,0.39,0.38,0.33,0.66,0.41,0.22,0.86,0.37,0.48,0.71,0.73,0.75,0.55,0.44,0.19,0.01
linux-ntfs.csv,0.23,0.62,0.36,0.26,0.44,0.52,0.29,0.38,0.24,0.56,0.37,0.4,0.57,0.33,0.42,0.15,0.03,0.22,0.33,0.24
lsb.csv,0.87,0.82,0.77,0.01,0.56,0.86,0.77,0.72,0.53,0.0,0.92,0.71,0.71,0.76,0.85,0.65,0.69,0.94,0.59,0.54
mpgravity.csv,0.2,0.24,0.38,0.38,0.44,0.57,0.39,0.58,0.17,0.0,0.17,0.37,0.6,0.33,0.62,0.3,0.34,0.17,0.41,0.41
nativeclient.csv,0.63,0.18,0.32,0.2,0.06,0.24,0.42,0.48,0.35,0.17,0.62,0.57,0.39,0.33,0.35,0.25,0.59,0.56,0.01,0.34
qcad2.csv,0.37,0.96,0.48,0.87,0.72,0.1,0.01,0.3,0.24,0.49,0.34,0.46,0.68,0.1,0.5,0.45,0.28,0.72,0.77,0.75
qtwin.csv,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.06,0.0,0.0,0.14,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.0
roller.csv,0.57,0.49,0.11,0.5,0.39,0.14,0.53,0.36,0.68,0.34,0.38,0.46,0.45,0.0,0.38,0.55,0.62,0.39,0.44,0.56
xinity.csv,0.3,0.4,0.16,0.53,0.61,0.1,0.53,0.52,0.51,0.0,0.41,0.14,0.42,0.27,0.04,0.7,0.41,0.56,0.92,0.81
