,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.42,0.57,0.6,0.95,0.54,0.81,0.69,0.47,0.75,0.83,0.57,0.57,0.57,0.54,0.39,0.83,0.58,0.94,0.74,0.63
amygdala.csv,0.64,0.67,0.62,0.0,0.94,0.65,0.53,0.46,0.54,0.37,0.65,0.5,0.68,0.54,0.55,0.57,0.61,0.52,0.96,0.69
awemud.csv,0.42,0.57,0.62,0.74,0.36,0.75,0.47,0.48,0.67,0.0,0.37,0.67,0.55,0.46,0.47,0.46,0.41,0.42,0.8,0.55
bullet.csv,0.36,0.39,0.42,0.89,0.39,0.41,0.47,0.67,0.94,0.48,0.57,0.41,0.88,0.52,0.4,0.37,0.0,0.34,0.44,0.39
customwars.csv,0.93,0.72,0.74,0.83,0.54,0.64,0.96,0.63,0.98,0.5,0.94,0.93,0.54,0.71,0.62,0.65,0.48,0.86,0.76,0.68
dvd-create.csv,0.37,0.39,0.43,0.61,0.41,0.39,0.43,0.38,0.48,0.5,0.38,0.38,0.54,0.42,0.35,0.42,0.4,0.36,0.52,0.46
gbif-indexingtoolkit.csv,0.96,0.77,0.85,0.58,0.83,0.7,0.95,0.88,0.88,0.5,0.76,0.93,0.63,0.75,0.75,0.57,0.75,0.77,0.9,0.61
go.csv,0.4,0.45,0.45,0.59,0.44,0.38,0.47,0.37,0.54,0.0,0.36,0.44,0.48,0.39,0.33,0.38,0.4,0.37,0.49,0.51
growl-for-windows.csv,0.49,0.54,0.58,0.66,0.47,0.47,0.54,0.48,0.67,0.88,0.41,0.61,0.51,0.44,0.45,0.5,0.47,0.56,0.66,0.51
gss.csv,0.35,0.39,0.39,0.65,0.39,0.35,0.43,0.37,0.51,0.5,0.34,0.5,0.48,0.39,0.29,0.39,0.35,0.34,0.52,0.49
kwave.csv,0.68,0.41,0.93,0.56,0.4,0.67,0.77,0.53,0.76,0.86,0.45,0.71,0.61,0.57,0.45,0.59,0.83,0.41,0.61,0.47
libarchive.csv,0.53,0.46,0.45,0.94,0.51,0.44,0.49,0.4,0.51,0.64,0.35,0.42,0.47,0.41,0.35,0.39,0.39,0.42,0.51,0.54
linux-ntfs.csv,0.58,0.56,0.57,0.69,0.47,0.53,0.64,0.56,0.63,0.47,0.45,0.58,0.52,0.55,0.4,0.65,0.54,0.6,0.62,0.63
lsb.csv,0.39,0.39,0.41,0.56,0.43,0.37,0.46,0.38,0.45,0.0,0.31,0.4,0.41,0.35,0.29,0.34,0.33,0.42,0.51,0.49
mpgravity.csv,0.48,0.69,0.56,0.8,0.52,0.44,0.57,0.44,0.79,0.82,0.68,0.71,0.49,0.52,0.39,0.61,0.5,0.67,0.63,0.55
nativeclient.csv,0.43,0.44,0.48,0.97,0.78,0.55,0.47,0.52,0.67,0.59,0.44,0.5,0.47,0.51,0.47,0.55,0.35,0.46,0.57,0.59
qcad2.csv,0.57,0.42,0.65,0.6,0.48,0.68,0.62,0.61,0.7,0.7,0.5,0.69,0.53,0.61,0.44,0.41,0.55,0.55,0.55,0.45
qtwin.csv,0.88,0.0,0.0,0.75,0.0,0.0,0.9,0.75,0.92,0.0,0.94,0.0,0.8,0.88,0.5,0.0,0.8,0.0,0.8,0.0
roller.csv,0.58,0.47,0.89,0.78,0.42,0.62,0.56,0.5,0.56,0.67,0.55,0.55,0.58,0.45,0.43,0.46,0.61,0.56,0.61,0.57
xinity.csv,0.71,0.65,0.9,0.77,0.52,0.86,0.55,0.42,0.61,0.0,0.5,0.93,0.76,0.44,0.4,0.44,0.41,0.48,0.53,0.53
