,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.5,0.38,0.12,0.13,0.34,0.21,0.33,0.64,0.67,0.25,0.41,0.26,0.94,0.59,0.59,0.17,0.31,0.42,0.28,0.53
amygdala.csv,0.41,0.29,0.31,0.0,0.16,0.43,0.58,0.55,0.33,0.92,0.24,1.0,0.33,0.59,0.49,0.3,0.19,0.44,0.1,0.33
awemud.csv,0.99,0.41,0.44,0.44,0.64,0.25,0.58,0.27,0.5,0.0,0.76,0.29,0.67,0.55,0.41,0.5,0.58,0.39,0.24,0.45
bullet.csv,0.81,0.87,0.62,0.36,0.72,1.0,0.9,0.18,0.17,0.58,0.47,0.87,0.24,0.48,0.61,0.7,0.0,0.58,0.71,0.78
customwars.csv,0.18,0.29,0.12,0.29,0.41,0.33,0.23,0.64,0.0,0.17,0.94,0.21,0.71,0.29,0.39,0.33,0.58,0.53,0.3,0.41
dvd-create.csv,0.83,0.94,0.75,0.76,1.0,0.82,0.9,0.73,1.0,0.75,0.71,0.92,0.51,0.59,0.68,0.77,0.77,0.53,0.78,0.88
gbif-indexingtoolkit.csv,0.24,0.27,0.25,0.91,0.22,0.37,0.15,0.73,0.17,0.17,0.35,0.13,0.56,0.03,0.05,0.4,0.12,0.53,0.38,0.65
go.csv,0.77,0.99,0.38,0.64,0.64,0.61,0.88,0.55,0.33,0.0,0.88,0.87,0.72,0.8,0.76,0.73,0.77,0.58,0.57,0.61
growl-for-windows.csv,0.56,0.61,0.31,0.47,0.64,0.63,0.77,1.0,1.0,0.5,0.82,0.45,0.86,0.67,0.61,0.6,0.73,1.0,0.48,0.71
gss.csv,0.67,0.62,0.44,0.53,0.59,0.61,0.71,0.45,1.0,0.17,0.71,0.45,0.76,0.56,0.66,0.93,0.58,0.5,0.43,0.61
kwave.csv,0.37,0.96,0.94,0.98,0.99,0.28,0.35,0.27,0.33,0.08,0.47,0.32,0.56,0.47,0.37,0.53,0.08,0.47,0.63,0.92
libarchive.csv,0.49,0.75,0.44,0.31,0.57,0.52,0.65,0.64,0.83,0.42,0.65,0.71,0.74,0.75,0.73,0.7,0.46,0.5,0.4,1.0
linux-ntfs.csv,0.4,0.48,0.5,0.58,0.5,0.4,0.46,0.55,0.83,0.58,0.53,0.45,0.82,0.45,0.46,0.47,0.96,0.31,0.46,0.39
lsb.csv,0.96,0.89,0.81,0.73,0.74,0.91,0.94,0.82,1.0,0.0,0.94,0.79,0.93,0.88,0.8,0.83,0.73,0.92,0.73,0.86
mpgravity.csv,0.56,0.35,0.25,0.27,0.49,0.54,0.6,0.64,0.67,0.92,0.53,0.29,0.8,0.52,0.61,0.4,0.69,0.67,0.46,0.61
nativeclient.csv,0.77,0.56,0.44,0.16,0.23,0.39,0.71,0.64,1.0,0.83,0.71,0.63,0.81,0.43,0.56,0.5,0.65,0.39,0.98,0.57
qcad2.csv,0.58,0.81,0.62,0.82,0.69,0.25,0.96,0.27,0.17,0.25,0.47,0.42,0.75,0.41,0.51,0.83,0.54,0.75,0.75,0.82
qtwin.csv,0.1,0.01,0.0,0.0,0.01,0.0,0.15,0.09,0.67,0.0,0.24,0.0,0.01,0.11,0.0,0.03,0.19,0.0,0.03,0.0
roller.csv,0.46,0.71,0.19,0.38,0.62,0.39,0.65,0.36,0.17,0.33,0.35,0.58,0.68,0.99,0.49,0.5,0.38,0.25,0.55,0.8
xinity.csv,0.32,0.56,0.06,0.27,0.61,0.28,0.71,0.45,0.67,0.0,0.53,0.24,0.29,0.51,1.0,0.6,0.58,0.31,0.82,0.57
