,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.54,1.0,0.38,0.38,0.75
n2cms.csv,0.69,0.31,0.24,0.29,0.61
nassp.csv,0.38,0.67,0.67,0.6,1.0
nug.csv,0.45,0.23,0.85,0.17,0.6
oorexx.csv,0.22,0.24,0.28,0.28,0.76
