,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.18,0.25,0.33,0.47,0.2
n2cms.csv,0.56,0.65,0.43,0.74,0.56
nassp.csv,0.2,0.17,0.28,0.55,0.07
nug.csv,0.6,0.25,0.69,0.29,0.51
oorexx.csv,0.1,0.65,0.46,0.71,0.71
