,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.73,0.4,0.92,0.58,0.61,0.45,0.44,0.29,0.51,0.58,0.51,0.48
dsworkbench.csv,0.81,0.16,0.06,0.11,0.31,0.08,0.32,0.24,0.46,0.22,0.0,0.83
gogoego.csv,0.67,0.41,0.88,0.39,0.41,0.53,0.39,0.23,0.46,0.66,0.24,0.82
jpaul.csv,0.7,0.4,0.09,0.62,0.3,0.0,0.14,0.0,0.39,0.0,0.0,0.0
loki-lib.csv,0.73,0.38,0.16,0.62,0.37,0.34,0.46,0.18,0.43,0.39,0.64,0.89
motu.csv,0.5,0.4,0.92,0.48,0.43,0.48,0.51,0.25,0.49,0.49,0.52,0.41
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.34,0.14,0.51,0.17,0.38,0.36,0.17,0.52,0.44,0.32,0.36
rtrt-on-gpu.csv,0.46,0.15,0.67,0.22,0.28,0.31,0.11,0.53,0.38,0.2,0.27,0.85
scenemonitor.csv,0.7,0.37,0.22,0.5,0.7,0.4,0.42,0.25,0.44,0.67,0.12,0.66
xstore.csv,0.73,0.42,0.62,0.49,0.6,0.36,0.39,0.13,0.5,0.72,0.56,0.94
yarp0.csv,0.7,0.38,0.83,0.35,0.3,0.67,0.29,0.26,0.5,0.51,0.56,0.66
zemljanka.csv,0.84,0.37,0.91,0.43,0.54,0.49,0.4,0.34,0.48,0.68,0.43,0.89
