,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.82,0.66,0.74,0.72,0.82,0.3
ingex.csv,0.37,0.65,0.21,0.64,0.24,0.3
jgnash.csv,0.36,0.17,0.24,0.14,0.3,0.32
mp-rechnungs-und-kundenverwaltung.csv,0.31,0.26,0.03,0.32,0.34,0.11
openefm.csv,0.22,0.34,0.24,0.29,0.34,0.21
yarp0.csv,0.55,0.15,0.24,0.74,0.54,0.38
