,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.43,0.5,0.52,0.44,0.5,0.8
ingex.csv,0.39,0.62,0.42,0.6,0.56,0.48
jgnash.csv,0.59,0.64,0.48,0.32,0.57,0.49
mp-rechnungs-und-kundenverwaltung.csv,0.46,0.4,0.29,0.63,0.63,0.42
openefm.csv,0.71,0.43,0.29,0.34,0.44,0.38
yarp0.csv,0.59,0.24,0.75,0.55,0.67,0.51
