,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.62,0.79,0.0,0.0,0.48,0.64,0.23,0.71,0.62,0.11,0.78,0.0
fityk.csv,0.45,0.64,0.55,0.63,0.34,0.66,0.14,0.72,0.72,0.13,0.54,0.23
hatari.csv,0.68,0.53,0.48,0.66,0.41,0.65,0.26,0.15,0.56,0.1,0.74,0.32
lmms.csv,0.29,0.66,0.41,0.72,0.31,0.58,0.27,0.52,0.51,0.18,0.45,0.34
mecat.csv,0.32,0.15,0.42,0.17,0.26,0.02,0.13,0.0,0.24,0.46,0.0,0.14
nullc.csv,0.56,0.78,0.48,0.69,0.45,0.8,0.1,0.74,0.57,0.14,0.09,0.44
oscarmcmaster.csv,0.6,0.74,0.57,0.72,0.41,0.63,0.29,0.74,0.64,0.16,0.41,0.39
superwaba.csv,0.6,0.71,0.65,0.52,0.32,0.56,0.29,0.55,0.73,0.11,0.4,0.33
tycho.csv,0.56,0.55,0.55,0.58,0.41,0.45,0.13,0.79,0.48,0.08,0.56,0.4
vienna-add-in.csv,0.59,0.79,0.35,0.64,0.39,0.76,0.23,0.68,0.39,0.04,0.14,0.37
voms.csv,0.58,0.51,0.53,0.61,0.36,0.51,0.59,0.64,0.59,0.17,0.21,0.36
wsmt.csv,0.06,0.37,0.5,0.18,0.31,0.56,0.0,0.41,0.0,0.0,0.8,0.26
