,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,1.0,0.45,0.0,0.0,0.26,0.73,0.91,1.0,0.64,0.8,0.47,0.0
fityk.csv,0.44,0.09,0.62,0.62,0.36,0.83,0.27,0.79,0.36,0.65,0.83,0.5
hatari.csv,0.33,0.55,0.89,0.63,0.72,0.59,0.68,0.04,0.55,0.92,0.67,0.54
lmms.csv,0.19,0.45,0.26,0.41,0.44,0.46,0.35,0.29,0.36,0.47,0.33,0.54
mecat.csv,0.06,0.0,0.11,0.03,0.18,0.02,0.08,0.0,0.0,0.12,0.0,0.03
nullc.csv,0.47,0.0,0.9,0.37,0.54,0.61,0.45,0.86,0.27,0.4,0.2,0.31
oscarmcmaster.csv,0.42,0.09,0.24,0.6,0.77,0.59,0.3,0.75,0.64,0.53,0.5,0.31
superwaba.csv,0.31,0.27,0.25,0.32,0.33,0.49,0.32,0.25,0.64,0.83,0.83,0.3
tycho.csv,0.28,0.0,0.43,0.22,0.34,0.24,0.08,0.21,0.18,0.33,0.13,0.19
vienna-add-in.csv,0.78,0.91,0.73,0.67,0.79,0.41,0.89,0.54,0.41,0.68,0.2,0.44
voms.csv,0.36,0.0,0.86,0.34,0.31,0.54,0.15,0.57,0.27,0.5,0.27,0.53
wsmt.csv,0.11,0.27,0.34,0.07,0.08,0.51,0.02,0.0,0.09,0.32,0.13,0.39
