,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.59,0.92,0.34,1.0,0.5,1.0,1.0,1.0,0.23,0.5,0.0,1.0,0.86
ivef-sdk.csv,0.71,0.94,0.47,0.7,0.34,1.0,0.27,0.0,0.28,0.47,0.0,0.87,0.41
jmri.csv,0.71,0.93,1.0,0.58,0.21,0.42,0.42,0.65,0.29,0.5,0.21,0.8,0.53
jython.csv,0.62,0.83,0.49,0.55,0.48,0.75,0.36,1.0,0.2,0.49,0.08,0.91,0.59
kdenlive.csv,0.97,0.94,0.51,0.48,0.37,0.52,0.48,0.13,0.39,0.47,0.16,0.97,0.63
opentibia.csv,0.7,1.0,0.51,0.57,0.29,0.86,0.61,0.12,0.27,0.46,0.1,0.92,0.63
projectfactory.csv,0.74,0.86,0.56,0.0,0.57,0.72,0.22,0.03,0.2,1.0,0.27,0.94,0.44
runuomondains.csv,0.71,0.78,0.58,0.67,0.27,1.0,0.4,0.4,0.2,0.33,1.0,0.75,0.57
somap.csv,0.65,0.87,0.47,0.6,0.33,0.69,0.49,0.13,0.26,0.49,0.11,1.0,0.62
taverna.csv,0.5,0.83,0.49,1.0,1.0,0.0,0.0,0.56,0.5,0.41,0.11,0.91,0.52
tigermud.csv,0.64,0.88,0.48,0.61,0.4,1.0,0.55,0.43,0.24,0.36,0.11,0.89,0.97
unbvision.csv,0.68,0.85,0.51,0.53,0.3,0.62,0.24,0.28,0.97,0.58,0.16,0.96,0.61
x-ray-mule.csv,0.59,0.92,0.44,1.0,0.4,1.0,0.62,1.0,0.12,0.47,0.12,0.92,0.54
