,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.88,0.75,0.91,0.97,0.82,0.49,0.06,0.86,0.86,0.95,1.01,0.89,0.83
ivef-sdk.csv,0.61,0.48,0.71,0.65,0.76,0.0,0.98,1.0,0.77,0.8,1.0,1.09,0.93
jmri.csv,0.61,0.51,0.04,0.75,0.89,0.95,0.8,0.32,0.71,0.71,0.47,0.97,0.86
jython.csv,0.78,0.84,0.69,0.84,0.49,0.69,0.86,0.0,0.84,0.85,0.9,0.89,0.79
kdenlive.csv,0.05,0.43,0.65,0.97,0.66,1.03,0.71,1.0,0.49,0.76,0.59,0.58,0.74
opentibia.csv,0.72,0.0,0.66,1.01,0.8,0.49,0.54,0.99,0.77,0.77,0.87,0.74,0.72
projectfactory.csv,0.78,0.81,0.75,1.02,0.85,0.77,0.96,1.18,0.91,0.08,0.64,0.81,0.91
runuomondains.csv,0.93,0.93,0.77,0.87,0.88,0.97,0.94,0.91,0.97,0.98,0.12,0.97,0.78
somap.csv,1.0,1.0,0.94,1.0,1.0,1.0,0.97,0.95,1.0,0.91,1.01,0.01,1.0
taverna.csv,0.99,0.94,0.84,0.97,0.07,1.0,1.0,0.77,0.93,0.8,0.89,0.8,0.83
tigermud.csv,0.91,0.84,0.79,0.95,0.77,0.88,0.67,0.6,0.74,0.85,0.87,1.05,0.06
unbvision.csv,0.81,0.78,0.68,0.81,0.77,0.93,0.96,0.44,0.01,0.62,0.58,0.67,0.76
x-ray-mule.csv,0.82,0.74,0.78,0.03,0.61,0.58,0.49,0.91,0.95,0.73,0.88,0.75,0.83
