,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.17,0.31,0.14,0.04,0.23,0.57,0.95,0.17,0.2,0.06,0.0,0.13,0.2
ivef-sdk.csv,0.66,0.62,0.54,0.73,0.56,1.0,0.26,0.0,0.57,0.53,0.0,0.0,0.23
jmri.csv,0.58,0.62,0.97,0.4,0.29,0.09,0.33,0.72,0.61,0.41,0.78,0.2,0.43
jython.csv,0.32,0.26,0.53,0.23,0.68,0.4,0.3,1.0,0.42,0.46,0.42,0.43,0.5
kdenlive.csv,0.99,0.71,0.56,0.35,0.5,0.31,0.47,0.0,0.68,0.55,0.6,0.49,0.38
opentibia.csv,0.63,1.0,0.51,0.0,0.46,0.59,0.61,0.05,0.56,0.35,0.45,0.56,0.56
projectfactory.csv,0.28,0.27,0.32,0.0,0.18,0.31,0.07,0.17,0.12,0.93,0.43,0.25,0.23
runuomondains.csv,0.09,0.1,0.29,0.16,0.18,0.04,0.07,0.11,0.04,0.04,0.9,0.05,0.37
somap.csv,0.0,0.0,0.24,0.0,0.0,0.0,0.13,0.21,0.0,0.33,0.0,0.99,0.0
taverna.csv,0.01,0.07,0.21,0.04,0.94,0.0,0.0,0.27,0.09,0.34,0.14,0.32,0.34
tigermud.csv,0.34,0.48,0.53,0.21,0.6,0.15,0.65,0.46,0.45,0.26,0.45,0.0,0.97
unbvision.csv,0.25,0.47,0.46,0.33,0.45,0.09,0.18,0.66,1.0,0.49,0.67,0.4,0.53
x-ray-mule.csv,0.28,0.32,0.34,0.98,0.6,0.48,0.71,0.11,0.23,0.52,0.15,0.37,0.41
