,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,951.0,367.5,1180.5,352.5,95.5,282.5,460.5,190.0
apolloplayer.csv,6062.0,194.0,688.5,477.5,99.0,99.0,387.0,486.0
k3d.csv,3036.0,303.0,394.0,290.5,88.5,475.5,172.0,382.5
redshell.csv,1385.5,195.0,19898.0,95.5,99.0,673.5,841.5,282.0
rtb-team.csv,114.0,96.5,2543.5,86.5,92.5,99.0,85.5,387.0
xreal.csv,2495.0,386.0,626.5,52.5,99.0,905.0,333.0,193.0
xstore.csv,3652.5,195.0,690.0,95.5,98.5,99.0,285.5,2798.0
