,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.83,0.0,0.0,0.42,0.75,0.9
codeblocks.csv,0.92,0.36,0.41,0.5,0.29,0.5
dataobjectsdotnet.csv,0.51,0.36,0.44,0.39,0.27,0.64
n2cms.csv,0.5,0.34,0.49,0.37,0.4,0.41
nug.csv,0.43,0.68,0.9,0.56,0.28,0.46
uclmda.csv,0.5,0.0,0.91,0.86,0.27,0.98
