,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.83,0.33,0.14,1.0,0.23,0.77,0.34,0.89,0.93,1.0,0.6,0.85,0.79,0.78,0.61,0.77,0.52,0.85,0.53
elvishrayrenderer.csv,0.37,0.66,1.0,0.72,0.55,0.54,0.34,0.82,0.76,0.47,0.67,0.48,0.71,0.23,0.9,0.35,0.64,0.7,0.82
graphmak.csv,0.61,0.01,0.02,0.68,0.68,0.08,0.03,0.57,0.63,0.53,0.25,0.39,0.79,0.8,0.0,0.68,0.0,0.18,0.56
jmol.csv,0.88,1.0,0.74,0.84,0.77,1.0,0.66,0.95,0.85,0.93,0.69,0.83,0.93,0.85,0.72,0.79,0.94,0.88,0.94
mesa3d.csv,0.28,0.61,0.05,0.32,0.55,0.15,0.32,0.64,0.26,0.93,0.51,0.41,0.36,0.17,0.75,0.65,0.49,0.35,0.62
minig.csv,0.9,0.53,1.0,0.56,0.59,0.69,0.87,0.61,0.17,0.4,1.0,0.67,0.93,0.8,0.53,0.76,0.45,0.6,0.91
moving-pictures.csv,0.3,0.77,0.05,0.36,0.45,0.38,0.18,0.66,0.81,0.6,0.25,0.43,0.61,0.29,0.05,0.48,0.0,0.6,0.5
ngl.csv,0.77,0.87,0.83,0.76,0.59,0.92,0.71,0.7,0.94,0.8,0.75,0.72,0.79,0.88,0.09,0.57,0.12,0.75,0.62
nunit.csv,0.56,0.75,0.98,0.64,0.68,0.77,0.71,0.82,0.67,0.27,0.78,0.54,0.68,0.4,0.13,0.38,0.13,0.62,0.41
octave.csv,0.44,0.32,0.1,0.08,0.5,0.08,0.37,0.11,0.65,0.0,0.43,0.28,0.32,0.05,0.24,0.23,0.19,0.42,0.29
opengs.csv,0.35,0.69,0.07,0.64,0.09,0.15,0.47,0.5,0.78,0.6,0.17,0.54,0.46,0.69,0.57,0.28,0.59,0.4,0.44
owlib.csv,0.69,0.75,0.57,0.8,0.68,0.62,0.5,0.8,0.67,0.67,0.75,0.65,0.64,0.6,0.65,0.57,0.7,0.62,0.76
prelude.csv,0.99,0.99,0.86,1.0,0.95,0.85,0.89,0.95,1.0,1.0,0.99,0.87,0.96,0.86,0.86,0.9,0.93,0.88,0.85
tokratan.csv,0.53,0.98,0.1,0.72,0.05,0.46,0.84,0.82,0.41,0.67,0.47,0.46,0.39,0.63,0.64,0.54,0.8,0.57,0.59
xfce.csv,0.68,0.64,0.1,0.96,0.5,0.85,0.5,0.95,0.89,0.6,0.64,0.74,0.79,0.72,0.66,0.93,0.68,0.85,0.59
xharbour.csv,0.99,0.77,0.4,0.88,0.64,0.77,0.89,0.73,0.98,0.73,0.99,0.8,0.64,0.8,0.76,0.84,0.86,0.72,0.68
zabbix.csv,0.51,0.62,0.5,0.64,0.36,0.92,0.45,0.84,0.65,0.67,0.39,0.7,0.32,0.48,0.59,0.85,0.7,0.7,0.82
zengine.csv,0.99,0.95,0.86,1.0,1.0,0.92,0.82,0.98,0.96,1.0,0.95,0.98,1.0,1.0,0.83,0.94,0.81,0.98,0.97
zildo.csv,0.83,0.95,0.6,0.88,0.45,0.62,0.55,0.68,0.06,0.53,0.54,0.35,0.29,0.71,0.6,0.38,0.65,0.3,0.79
