,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.17,0.37,0.3,0.39,0.34,0.24,0.23,0.87,0.0,0.39,1.0
elateportal.csv,0.18,0.37,0.16,0.57,0.18,0.27,0.33,0.85,0.96,0.28,1.0
etics.csv,0.23,0.4,0.58,0.71,0.24,0.0,0.6,0.91,0.5,0.44,1.0
lockss.csv,0.25,0.4,0.67,0.64,0.3,0.33,0.24,0.92,0.97,0.38,1.0
pcgen.csv,0.12,0.37,0.22,0.66,0.17,0.24,0.25,0.91,0.96,0.34,0.93
personalaccess.csv,1.0,0.44,0.71,0.62,0.31,0.22,0.27,0.94,0.88,0.37,1.0
pydev.csv,0.23,0.42,0.42,0.65,0.29,0.25,0.25,0.89,0.29,0.5,0.75
rhex.csv,0.33,0.42,0.0,0.48,0.16,0.19,0.32,0.87,0.99,0.4,0.44
stuproa-cims.csv,0.43,0.41,0.38,0.61,0.23,0.29,0.51,0.94,0.97,0.4,0.75
uclmda.csv,0.17,0.0,0.12,0.57,0.0,0.0,0.09,0.71,1.0,0.12,0.67
wgs-assembler.csv,0.21,0.48,0.44,0.74,0.28,0.32,0.31,0.91,0.96,0.35,0.0
