,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.55,0.61,0.59,0.65,0.45,0.7,0.44,0.46
etics.csv,0.69,0.45,0.44,0.45,0.32,0.53,0.42,0.4
genecys.csv,0.38,0.41,0.48,0.46,0.44,0.48,0.42,0.42
kftpgrabber.csv,0.58,0.92,0.89,0.7,0.5,0.7,0.56,0.55
kvs.csv,0.75,0.92,0.84,0.64,0.36,0.74,0.42,0.76
mcore3d.csv,0.5,0.47,0.41,0.47,0.37,0.51,0.35,0.36
ogrehg.csv,0.58,0.74,0.84,0.64,0.42,0.75,0.47,0.53
projecteqemu.csv,0.58,0.73,0.94,0.74,0.38,0.69,0.55,0.54
