,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.71,0.75,0.63,0.7,0.54,0.05,0.8,0.56
etics.csv,0.0,0.58,0.85,0.6,0.6,0.64,0.6,0.6
genecys.csv,0.95,0.8,0.81,1.0,0.11,0.83,0.73,1.0
kftpgrabber.csv,0.56,0.88,0.67,0.79,0.67,0.67,0.61,0.03
kvs.csv,0.64,0.95,0.05,0.74,0.73,0.76,0.53,0.64
mcore3d.csv,0.61,0.03,0.61,0.66,0.58,0.63,0.63,0.6
ogrehg.csv,0.48,0.7,0.72,0.03,0.49,0.67,0.47,0.57
projecteqemu.csv,0.48,0.74,0.77,0.68,0.56,0.68,0.08,0.48
