,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.76,0.9,0.64,0.82,0.84,0.76,0.71,0.68,0.63,0.99,0.92,0.73,0.83,0.77,0.67,0.71,0.82,0.35,0.91,0.62
apertium.csv,0.67,0.82,0.81,0.74,0.63,0.74,0.67,0.95,0.67,0.46,0.4,0.94,0.84,0.57,0.83,0.79,0.94,0.86,1.0,0.6
beast-mcmc.csv,0.36,0.53,0.85,0.53,0.68,0.61,0.65,0.8,0.67,0.53,0.84,0.83,0.93,0.74,0.67,0.63,0.88,0.58,0.67,0.78
bigdata.csv,0.6,0.73,0.7,0.68,0.56,0.62,0.79,1.0,0.69,0.81,0.96,0.77,0.66,0.67,0.96,0.55,0.82,0.93,0.86,0.86
cuberok.csv,0.59,0.67,0.9,0.62,0.78,0.82,0.66,0.44,0.51,0.69,0.72,0.88,0.84,0.75,0.84,0.66,0.54,0.69,1.0,0.7
exist.csv,0.78,0.99,0.84,0.8,0.54,0.84,0.98,0.78,0.97,0.91,0.9,0.8,0.34,0.88,0.81,0.62,0.97,0.6,1.0,0.85
icescrum.csv,0.4,0.68,0.74,0.69,0.55,0.7,0.59,0.62,0.59,0.58,0.58,0.88,0.77,0.53,0.58,0.69,0.91,0.68,0.84,0.37
jbasic.csv,0.74,0.63,0.92,0.77,0.74,0.8,0.8,0.67,0.77,0.44,0.93,0.7,0.91,0.89,0.91,0.66,0.98,0.8,0.91,0.79
jgnash.csv,0.62,0.51,0.71,0.51,0.72,0.7,0.6,0.73,0.44,0.76,0.74,0.61,0.66,0.61,0.75,0.58,0.88,0.64,0.83,0.9
jrefactory.csv,0.87,0.88,0.44,0.84,0.84,0.85,0.73,0.78,0.8,0.75,0.88,0.68,0.89,0.67,0.76,0.79,0.93,0.65,0.75,0.71
jsecurity.csv,0.77,0.49,0.82,0.44,0.87,0.72,0.69,0.74,0.79,0.77,0.9,0.76,0.68,0.73,0.84,0.84,0.87,0.74,0.91,0.8
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.5,1.0,0.91,0.99,1.0,0.69,0.82,0.73,0.99,1.0,1.0,1.0,0.75,0.83,0.97
mobicents.csv,0.56,0.61,0.75,0.56,0.47,0.9,0.46,0.78,0.5,0.71,0.5,0.82,0.74,0.67,0.65,0.58,0.8,0.77,0.87,0.83
mp-rechnungs-und-kundenverwaltung.csv,0.93,0.52,0.79,0.87,0.54,0.86,0.54,0.58,0.74,0.97,0.4,0.75,0.86,0.49,0.89,0.67,0.57,0.6,0.87,0.63
opendvr.csv,0.46,0.51,0.85,0.57,0.64,0.97,0.57,0.8,0.64,0.61,0.7,0.82,0.91,0.65,0.66,0.58,0.82,0.79,0.44,0.54
openefm.csv,0.67,0.51,0.73,0.71,0.83,0.62,0.7,0.67,0.66,0.81,0.5,0.87,0.71,0.71,0.71,0.75,0.8,0.65,0.64,0.69
sidekar.csv,1.0,0.6,1.0,1.0,0.37,1.0,1.0,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0
wheat.csv,0.61,0.64,0.93,0.58,0.61,0.86,0.63,0.61,0.66,0.74,0.54,0.62,0.88,0.74,0.49,0.66,0.83,0.56,0.68,0.54
wsmt.csv,0.79,0.79,0.91,0.91,0.97,0.92,0.76,0.91,0.86,0.68,0.97,0.96,0.83,0.9,0.86,0.76,0.28,0.96,0.92,1.01
yarp0.csv,0.86,0.75,0.78,0.78,0.58,0.79,0.56,0.77,0.62,0.95,0.44,0.41,0.57,0.81,0.62,0.81,0.98,0.61,0.79,0.65
