,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,288.5,475.5,99.0,99.0,94.5,268.5,99.0,281.5,379.0,191.0,187.0,196.0,197.5,99.0,192.0,98.5,367.0,84.5,96.5,188.0
apertium.csv,197.5,184.0,189.0,1589.0,99.0,178.0,99.0,57.5,286.5,98.5,92.5,92.0,94.5,96.5,54.5,197.5,364.0,378.0,0.0,96.5
beast-mcmc.csv,97.5,389.0,99.0,99.0,98.5,98.5,99.0,376.0,576.0,98.5,576.0,1329.0,197.5,99.0,195.0,197.5,97.5,392.5,96.5,537.0
bigdata.csv,296.0,94.5,95.5,1579.0,99.0,98.5,295.0,567.0,479.5,98.5,206.5,191.0,197.5,281.5,195.0,197.5,276.5,679.0,88.5,445.5
cuberok.csv,295.5,478.5,597.5,884.0,94.5,98.5,196.5,472.5,383.0,98.5,92.5,196.0,197.5,99.0,91.5,197.5,97.5,994.5,96.5,461.0
exist.csv,494.0,581.0,99.0,99.0,99.0,98.5,99.0,282.5,576.0,98.5,675.5,196.0,197.5,99.0,195.0,196.5,97.5,361.0,96.5,558.0
icescrum.csv,97.5,193.0,95.5,96.5,94.5,178.0,198.0,188.0,481.5,98.5,90.5,230.0,197.5,96.5,94.5,197.5,272.5,273.5,96.5,145.0
jbasic.csv,197.5,484.5,99.0,391.0,99.0,98.5,99.0,571.5,576.0,94.5,675.5,908.0,583.5,99.0,54.5,197.5,97.5,928.0,96.5,195.0
jgnash.csv,197.0,193.0,193.0,195.0,98.5,87.5,99.0,376.0,474.5,98.5,186.0,693.0,98.5,98.5,94.5,98.5,97.5,142.0,96.5,292.5
jrefactory.csv,684.0,842.0,287.5,488.5,192.0,317.0,99.0,282.5,188.0,98.5,675.5,196.0,98.5,98.5,195.0,197.5,97.5,413.5,96.5,194.0
jsecurity.csv,197.5,291.5,99.0,96.5,99.0,98.5,197.0,90.5,1249.0,98.5,385.0,340.5,388.5,96.5,91.5,93.5,267.5,138.0,96.5,95.0
libopenmetaverse.csv,593.0,581.0,99.0,99.0,99.0,98.5,99.0,470.5,576.0,98.5,675.5,196.0,197.5,99.0,195.0,197.5,97.5,1013.5,96.5,292.5
mobicents.csv,197.0,290.5,193.0,910.0,99.0,97.5,99.0,378.0,576.0,98.5,189.0,285.5,197.5,99.0,195.0,197.5,97.5,1824.0,96.5,640.5
mp-rechnungs-und-kundenverwaltung.csv,593.0,190.0,291.5,99.0,99.0,87.5,99.0,188.0,479.5,98.5,288.5,54.5,94.5,96.5,91.5,197.5,272.5,135.0,96.5,350.0
opendvr.csv,197.5,94.5,99.0,99.0,94.5,98.5,96.5,185.0,478.5,98.5,90.5,436.0,197.5,99.0,66.5,195.5,272.5,1746.5,96.5,350.0
openefm.csv,394.0,189.0,291.5,292.5,94.5,98.5,198.0,281.5,285.5,98.5,577.0,285.5,98.5,99.0,272.5,97.5,181.0,182.0,96.5,195.0
sidekar.csv,0.0,193.0,0.0,0.0,98.5,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0
wheat.csv,296.5,581.0,99.0,99.0,94.5,192.0,98.5,188.0,478.5,363.0,94.5,97.5,197.5,99.0,192.0,293.5,270.5,650.5,96.5,401.5
wsmt.csv,494.0,285.5,352.0,757.5,98.5,97.5,99.0,239.5,285.5,92.5,151.5,191.0,95.5,144.0,84.5,197.5,97.5,168.5,81.5,175.0
yarp0.csv,395.0,484.5,99.0,99.0,99.0,192.0,99.0,376.0,570.0,98.5,94.5,97.5,197.5,99.0,97.5,197.5,368.0,373.0,96.5,751.0
