,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.28,0.69,0.53,0.66,0.21,0.31,0.56,0.54,0.36,0.47,0.38,0.68,0.79,0.31,0.29,0.51,0.27,0.2,0.91,0.22
apertium.csv,0.62,0.07,0.18,0.17,0.29,0.46,0.24,0.0,0.46,0.32,0.34,0.05,0.07,0.44,0.08,0.43,0.67,0.11,0.0,0.38
beast-mcmc.csv,0.24,0.43,0.79,0.43,0.58,0.49,0.58,0.71,0.63,0.32,0.78,0.74,0.93,0.74,0.62,0.59,0.67,0.48,0.57,0.78
bigdata.csv,0.12,0.1,0.26,0.34,0.45,0.49,0.2,1.0,0.4,0.15,0.09,0.63,0.36,0.38,0.96,0.51,0.2,0.11,0.26,0.34
cuberok.csv,0.25,0.58,0.39,0.27,0.13,0.77,0.37,0.34,0.32,0.26,0.24,0.76,0.84,0.3,0.5,0.46,0.33,0.36,1.0,0.31
exist.csv,0.78,0.99,0.84,0.8,0.53,0.83,0.98,0.77,0.97,0.91,0.81,0.79,0.26,0.88,0.79,0.32,0.97,0.55,1.0,0.84
icescrum.csv,0.27,0.15,0.21,0.19,0.18,0.29,0.28,0.29,0.43,0.24,0.26,0.13,0.18,0.44,0.08,0.24,0.57,0.24,0.21,0.19
jbasic.csv,0.72,0.46,0.84,0.62,0.74,0.77,0.79,0.31,0.75,0.39,0.93,0.55,0.91,0.88,0.17,0.32,0.8,0.74,0.91,0.78
jgnash.csv,0.44,0.33,0.39,0.49,0.68,0.23,0.46,0.6,0.18,0.14,0.19,0.34,0.22,0.2,0.58,0.41,0.67,0.38,0.15,0.88
jrefactory.csv,0.76,0.82,0.37,0.79,0.58,0.26,0.44,0.63,0.52,0.56,0.67,0.66,0.04,0.45,0.67,0.3,0.93,0.36,0.4,0.53
jsecurity.csv,0.13,0.24,0.55,0.25,0.11,0.46,0.33,0.37,0.55,0.09,0.48,0.13,0.59,0.36,0.17,0.11,0.27,0.14,0.3,0.09
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.31,1.0,0.86,0.99,1.0,0.69,0.82,0.52,0.99,1.0,1.0,1.0,0.71,0.4,0.97
mobicents.csv,0.53,0.58,0.61,0.24,0.13,0.83,0.34,0.77,0.38,0.71,0.41,0.76,0.74,0.65,0.54,0.46,0.8,0.71,0.87,0.81
mp-rechnungs-und-kundenverwaltung.csv,0.93,0.4,0.66,0.83,0.45,0.06,0.38,0.29,0.3,0.97,0.38,0.05,0.08,0.33,0.04,0.59,0.53,0.15,0.11,0.25
opendvr.csv,0.31,0.33,0.53,0.18,0.18,0.97,0.29,0.2,0.5,0.23,0.29,0.13,0.91,0.62,0.17,0.32,0.17,0.44,0.25,0.34
openefm.csv,0.53,0.33,0.55,0.57,0.05,0.37,0.59,0.31,0.5,0.08,0.41,0.45,0.54,0.5,0.54,0.22,0.37,0.21,0.53,0.69
sidekar.csv,0.0,0.18,0.0,0.0,0.29,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0
wheat.csv,0.45,0.48,0.47,0.31,0.26,0.71,0.49,0.34,0.56,0.56,0.52,0.26,0.88,0.63,0.33,0.51,0.23,0.32,0.55,0.44
wsmt.csv,0.18,0.31,0.24,0.13,0.03,0.03,0.45,0.09,0.17,0.2,0.12,0.39,0.26,0.12,0.08,0.35,0.17,0.11,0.15,0.12
yarp0.csv,0.81,0.67,0.61,0.76,0.47,0.74,0.37,0.66,0.17,0.94,0.43,0.26,0.47,0.8,0.42,0.65,0.93,0.42,0.32,0.38
