,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.33,0.39,0.59,0.46,0.22,0.35,0.53,0.56,0.51,0.15,0.19,0.59,0.49,0.34,0.43,0.51,0.27,0.73,0.32,0.46
apertium.csv,0.63,0.21,0.26,0.32,0.48,0.44,0.42,0.06,0.52,0.67,0.77,0.07,0.19,0.62,0.21,0.37,0.34,0.18,0.0,0.55
beast-mcmc.csv,0.74,0.67,0.47,0.66,0.58,0.61,0.62,0.52,0.65,0.59,0.48,0.49,0.27,0.6,0.63,0.67,0.41,0.64,0.58,0.57
bigdata.csv,0.46,0.31,0.39,0.44,0.63,0.59,0.27,0.0,0.46,0.25,0.05,0.51,0.48,0.48,0.17,0.71,0.24,0.09,0.21,0.24
cuberok.csv,0.51,0.6,0.23,0.48,0.27,0.5,0.49,0.71,0.61,0.41,0.36,0.44,0.47,0.36,0.34,0.53,0.59,0.44,0.0,0.41
exist.csv,0.56,0.05,0.48,0.53,0.75,0.48,0.09,0.56,0.13,0.32,0.42,0.54,0.78,0.4,0.52,0.5,0.13,0.67,0.0,0.48
icescrum.csv,0.71,0.38,0.33,0.37,0.52,0.4,0.51,0.49,0.59,0.52,0.52,0.14,0.29,0.67,0.48,0.39,0.31,0.41,0.21,0.7
jbasic.csv,0.6,0.57,0.4,0.5,0.62,0.53,0.53,0.45,0.57,0.75,0.27,0.53,0.33,0.39,0.13,0.45,0.35,0.53,0.32,0.55
jgnash.csv,0.56,0.62,0.44,0.75,0.61,0.37,0.6,0.54,0.63,0.29,0.32,0.53,0.42,0.47,0.51,0.58,0.41,0.51,0.21,0.37
jrefactory.csv,0.44,0.44,0.73,0.47,0.4,0.22,0.43,0.5,0.41,0.49,0.41,0.63,0.13,0.52,0.54,0.3,0.27,0.49,0.39,0.52
jsecurity.csv,0.28,0.61,0.4,0.66,0.17,0.46,0.44,0.39,0.44,0.28,0.27,0.29,0.59,0.39,0.21,0.19,0.2,0.31,0.17,0.25
libopenmetaverse.csv,0.0,0.05,0.13,0.0,0.3,0.62,0.0,0.38,0.05,0.0,0.68,0.51,0.49,0.05,0.0,0.0,0.0,0.58,0.3,0.13
mobicents.csv,0.73,0.69,0.51,0.53,0.59,0.41,0.68,0.57,0.67,0.66,0.69,0.5,0.62,0.64,0.59,0.62,0.54,0.55,0.42,0.5
mp-rechnungs-und-kundenverwaltung.csv,0.27,0.65,0.5,0.45,0.66,0.17,0.61,0.53,0.36,0.13,0.81,0.29,0.17,0.65,0.13,0.61,0.7,0.46,0.17,0.46
opendvr.csv,0.67,0.62,0.35,0.5,0.44,0.13,0.54,0.27,0.58,0.47,0.4,0.23,0.33,0.65,0.41,0.55,0.24,0.37,0.66,0.59
openefm.csv,0.56,0.62,0.51,0.55,0.2,0.52,0.56,0.45,0.55,0.23,0.69,0.28,0.52,0.49,0.52,0.32,0.33,0.43,0.6,0.67
sidekar.csv,0.0,0.47,0.0,0.0,0.76,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
wheat.csv,0.58,0.57,0.23,0.54,0.49,0.45,0.59,0.53,0.59,0.5,0.73,0.48,0.4,0.55,0.65,0.56,0.23,0.56,0.56,0.65
wsmt.csv,0.27,0.31,0.14,0.12,0.04,0.1,0.41,0.11,0.19,0.39,0.05,0.14,0.25,0.13,0.17,0.36,0.78,0.06,0.11,0.0
yarp0.csv,0.46,0.56,0.48,0.56,0.64,0.53,0.59,0.51,0.45,0.24,0.82,0.7,0.64,0.53,0.55,0.47,0.25,0.56,0.31,0.49
