,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.4,0.82,0.85,0.36,0.17,0.48,0.75,0.51,0.45,0.12,0.79,0.38,0.47,0.4,0.69,0.55,0.21,0.23,0.64
elvishrayrenderer.csv,0.44,0.76,0.79,0.49,0.18,0.27,0.79,0.6,0.46,0.15,0.83,0.48,0.41,0.5,0.67,0.49,0.26,0.4,0.92
graphmak.csv,0.38,0.94,0.74,0.64,0.15,0.25,0.76,0.56,0.5,0.11,0.8,0.35,0.46,0.41,0.69,0.55,0.12,0.23,0.62
jmol.csv,0.42,0.82,0.89,0.33,0.22,0.23,0.76,0.48,0.43,0.1,0.87,0.37,0.44,0.74,0.69,0.53,0.21,0.2,0.67
mesa3d.csv,0.42,0.88,1.0,0.55,0.28,0.09,1.0,0.53,0.32,0.16,0.86,0.46,0.52,0.2,0.8,0.63,0.33,0.29,0.67
minig.csv,0.33,0.72,0.78,0.0,0.12,0.26,0.71,1.0,0.5,0.15,0.81,0.59,0.44,0.44,0.57,0.45,0.16,0.22,0.61
moving-pictures.csv,0.68,0.93,1.0,0.53,0.24,0.23,1.0,0.46,0.49,0.09,0.83,0.36,0.66,0.78,1.0,0.66,0.17,0.23,0.65
ngl.csv,0.43,0.81,0.77,0.45,0.19,0.19,0.75,0.53,0.48,0.13,0.82,0.4,0.49,0.38,0.89,0.69,0.38,0.25,0.64
nunit.csv,0.41,0.86,0.82,0.45,0.19,0.26,0.74,0.51,0.49,0.08,0.82,0.43,0.48,0.7,0.73,0.44,0.34,0.4,0.62
octave.csv,0.4,0.75,0.94,0.23,0.33,0.13,0.78,0.34,0.41,0.06,0.83,0.38,0.48,0.45,0.77,0.48,0.35,0.22,0.67
opengs.csv,0.42,0.9,1.0,0.4,0.2,0.2,0.89,0.47,0.68,0.19,0.76,0.3,0.58,0.45,0.77,0.76,0.23,0.2,0.79
owlib.csv,0.56,0.85,1.0,0.47,0.23,0.39,0.83,0.63,0.4,0.2,0.86,0.54,0.49,0.38,0.81,0.65,0.3,0.25,0.71
prelude.csv,0.4,0.82,0.95,0.35,0.18,0.22,0.85,0.49,0.44,0.1,0.82,0.39,0.48,0.39,0.74,0.53,0.26,0.2,0.67
tokratan.csv,0.43,0.86,1.0,0.32,0.15,0.4,0.86,0.61,0.83,0.27,0.85,0.35,0.5,0.79,0.76,0.59,0.24,0.26,0.71
xfce.csv,0.49,0.81,1.0,0.4,0.23,0.31,0.76,0.56,0.46,0.12,0.79,0.41,0.51,0.31,0.8,0.63,0.24,0.28,0.56
xharbour.csv,0.4,0.97,0.75,0.4,0.2,0.22,0.8,0.54,0.41,0.1,0.81,0.35,0.53,0.34,0.72,0.54,0.2,0.2,0.72
zabbix.csv,0.46,0.93,0.93,0.39,0.15,0.19,1.0,0.48,0.45,0.13,0.81,0.38,0.47,0.7,0.75,0.58,0.22,0.2,0.69
zengine.csv,0.39,0.91,0.88,0.35,0.18,0.19,1.0,0.52,0.41,0.11,0.82,0.38,0.47,0.43,0.75,0.55,0.28,0.21,0.67
zildo.csv,0.44,0.81,0.96,0.35,0.27,0.33,0.91,0.75,0.38,0.24,0.85,0.5,0.53,0.48,0.78,0.75,0.24,0.22,0.68
