,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.34,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0
checker-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77,0.24,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.8,1.0,1.0,1.0,0.97,0.0
ctrlr.csv,0.93,0.93,0.94,1.0,1.0,0.94,0.94,1.0,1.01,0.84,0.87,0.96,1.0,0.62,0.99,0.97,1.0
fontforge.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gusanos.csv,0.48,0.86,1.0,0.89,0.48,0.37,0.79,0.56,0.58,1.0,0.97,1.0,0.73,0.91,0.25,1.0,1.0
jvcl.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kwave.csv,0.86,1.0,1.0,0.86,0.92,0.86,0.63,0.98,0.93,1.0,0.99,0.95,0.83,0.95,0.79,1.0,1.0
liferea.csv,0.5,1.0,1.0,1.0,0.83,0.46,0.67,0.96,0.71,1.0,1.0,1.0,0.76,1.0,0.79,1.0,1.0
lockss.csv,0.99,0.59,1.0,0.91,0.97,1.0,0.91,1.0,1.0,1.0,0.68,0.5,0.96,0.85,1.0,0.71,0.99
magicwars.csv,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.89,1.0,0.37,0.65,0.99,1.0,1.0,0.78,0.94
psrchive.csv,0.58,0.72,1.0,0.56,0.52,0.56,0.74,0.74,0.73,1.0,0.9,1.0,0.81,1.0,0.58,0.64,1.01
pydev.csv,1.0,0.76,1.0,0.98,0.96,1.0,0.98,1.0,1.0,1.0,0.85,0.87,0.99,0.88,1.0,0.49,0.73
sarasvati.csv,0.87,1.0,1.0,1.0,0.73,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0
stuproa-cims.csv,0.65,1.0,1.0,1.0,0.91,1.0,0.9,0.84,0.59,1.0,1.0,1.0,0.57,1.0,0.58,1.0,1.0
thout.csv,0.57,1.0,1.0,1.0,1.0,1.0,0.63,0.54,0.43,1.0,1.0,1.0,0.67,1.0,0.97,1.0,1.0
zact.csv,1.0,1.0,1.0,0.57,1.0,1.0,1.0,0.92,0.93,1.0,1.0,1.0,0.96,1.0,0.71,1.0,1.0
