,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,190.0,88.0,158.0,125.0,169.0,56.0,71.0,0.0,0.0,54.0,527.0,113.0,204.0,79.0,0.0,104.0,56.0
checker-framework.csv,190.0,88.0,158.0,125.0,169.0,56.0,71.0,11.0,0.0,54.0,527.0,113.0,204.0,79.0,3.0,104.0,56.0
cme.csv,190.0,88.0,10.0,125.0,169.0,56.0,71.0,92.0,68.0,1.0,0.0,11.0,204.0,79.0,95.0,1.0,0.0
ctrlr.csv,10.0,4.0,4.0,125.0,169.0,4.0,0.0,92.0,68.0,1.0,2.0,2.0,204.0,1.0,1.0,4.0,56.0
fontforge.csv,190.0,88.0,158.0,125.0,169.0,56.0,71.0,92.0,68.0,54.0,527.0,113.0,204.0,79.0,95.0,104.0,56.0
gusanos.csv,3.0,3.0,158.0,12.0,14.0,1.0,1.0,0.0,14.0,54.0,0.0,113.0,21.0,0.0,1.0,104.0,56.0
jvcl.csv,190.0,88.0,158.0,125.0,169.0,56.0,71.0,92.0,68.0,54.0,527.0,113.0,204.0,79.0,95.0,104.0,56.0
kwave.csv,11.0,88.0,158.0,2.0,10.0,2.0,0.0,2.0,5.0,54.0,1.0,0.0,0.0,0.0,2.0,104.0,56.0
liferea.csv,4.0,88.0,158.0,125.0,17.0,0.0,1.0,12.0,3.0,54.0,527.0,113.0,0.0,79.0,3.0,104.0,56.0
lockss.csv,2.0,16.0,158.0,13.0,23.0,6.0,0.0,15.0,3.0,54.0,0.0,0.0,5.0,2.0,3.0,1.0,7.0
magicwars.csv,2.0,4.0,158.0,16.0,22.0,6.0,0.0,15.0,2.0,54.0,0.0,6.0,4.0,2.0,3.0,1.0,22.0
psrchive.csv,2.0,0.0,158.0,10.0,18.0,2.0,1.0,6.0,3.0,54.0,0.0,113.0,1.0,79.0,1.0,2.0,56.0
pydev.csv,2.0,3.0,158.0,16.0,23.0,6.0,0.0,15.0,3.0,54.0,1.0,3.0,5.0,2.0,3.0,2.0,13.0
sarasvati.csv,1.0,88.0,158.0,125.0,0.0,56.0,71.0,0.0,68.0,54.0,527.0,113.0,204.0,79.0,4.0,104.0,56.0
stuproa-cims.csv,6.0,88.0,158.0,125.0,2.0,56.0,8.0,8.0,0.0,54.0,527.0,113.0,0.0,79.0,2.0,104.0,56.0
thout.csv,0.0,88.0,158.0,125.0,169.0,56.0,0.0,2.0,6.0,54.0,527.0,113.0,0.0,79.0,3.0,104.0,56.0
zact.csv,190.0,88.0,158.0,0.0,169.0,56.0,71.0,0.0,6.0,54.0,527.0,113.0,0.0,79.0,0.0,104.0,56.0
