,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.24,0.0,0.46,0.36,0.47,0.0,0.19
jcl.csv,0.49,0.0,0.1,0.28,0.59,0.24,0.41
openxava.csv,0.15,0.05,0.06,0.34,0.55,0.17,0.13
tcvp.csv,0.0,0.0,0.0,0.0,0.04,0.4,0.0
vars-redux.csv,0.52,0.03,0.1,0.2,0.69,0.05,0.22
werx.csv,0.98,0.02,0.08,0.18,0.54,0.2,0.24
